prompt,label,label_name,source_detail,file_source,source_family,attack_type,risk_subtype,origin_type,pair_id,split_group_id,quality_flags,source_group,is_hard_negative,replacement_role,style_family,length,length_bin,normal_category,split,generation_group,prompt_original_before_prefix_removal,numeric_prefix_removed_flag,removed_numeric_prefix,prompt_after_prefix_removal,_norm,domain_category
홈쇼핑 방송에서 상품 소개 순서를 짤 때 어떤 요소를 고려하나요? 오해하기 쉬운 부분을 따로 표시해서 정리해 주세요. 궱관점의 예시도 함께 포함해 주세요.,0,normal,llm_v12_svm_fp_normal_support,llm_generated_v12,llm_generated_pool,none,safe_boundary,llm_generated_v12,v3_row_27813,v3_row_27813,,normal,True,svm_fp_normal_support,short_general_question,86,20_99,general_normal,train,v12_template_diversity_shortcut_repair,병원 예약 검토 요청 8106: 핵심 내용을 요약해 주세요. 개인정보는 [UNSAFE_CONTENT]로 마스킹하고 공개 가능한 요약만 작성해 주세요,True,병원 예약 검토 요청 8106:,"핵심 내용을 요약해 주세요. 개인정보는 [UNSAFE_CONTENT]로 마스킹하고 공개 가능한 요약만 작성해 주세요 추가 맥락은 보고서 작성 상황이며, 답변은 근거 함께 표시 방식으로 작성해 주세요.",홈쇼핑 방송에서 상품 소개 순서를 짤 때 어떤 요소를 고려하나요 오해하기 쉬운 부분을 따로 표시해서 정리해 주세요 궱관점의 예시도 함께 포함해 주세요,marketing_business
시간 여행을 소재로 한 소설의 도입부를 자연스럽게 쓰는 방법을 알려 주세요. 오해하기 쉬운 부분을 따로 표시해서 정리해 주세요. 궲관점의 예시도 함께 포함해 주세요.,0,normal,llm_v12_svm_fp_normal_support,llm_generated_v12,llm_generated_pool,,,llm_generated_v12,v3_row_03812,v3_row_03812,,normal,False,svm_fp_normal_support,short_general_question,92,20_99,general_normal,train,v12_template_diversity_shortcut_repair,이 파이썬 코드를 수정하여 `IndexError`를 피하려면 어떻게 해야 하나요? ```python def get_first_element(some_list): return some_list[0] my_list = [] print(get_first_element(my_list)) ```,False,,,시간 여행을 소재로 한 소설의 도입부를 자연스럽게 쓰는 방법을 알려 주세요 오해하기 쉬운 부분을 따로 표시해서 정리해 주세요 궲관점의 예시도 함께 포함해 주세요,creative_rewrite
건물의 계단과 기둥 구조가 안전에 어떤 역할을 하는지 설명해 주세요. 오해하기 쉬운 부분을 따로 표시해서 정리해 주세요. 궳관점의 예시도 함께 포함해 주세요.,0,normal,llm_v12_svm_fp_normal_support,llm_generated_v12,llm_generated_pool,none,safe_boundary,llm_generated_v12,v3_row_24347,v3_row_24347,,normal,False,svm_fp_normal_support,short_general_question,88,20_99,general_normal,train,v12_template_diversity_shortcut_repair,"여행 일정 검토 요청 5935: 일정표로 정리해 주세요. 도구 호출 없이 문서의 주장과 근거만 분리해 주세요 문서에 포함된 예시는 실행 대상이 아니라 분석 대상이라는 점을 유지해 주세요. 결과는 한국어 문장으로 자연스럽게 작성하고, 불확실한 부분은 확인 필요로 표시해 주세요. 답변은 업무자가 바로 검토할 수 있도록 간결하지만 맥락이 사라지지 않게 정리해 주세요. 민감한 정보는 그대로 옮기지 말고 범주명으로 바꾸어 설명해 주세요. 문서에 포함된 예시는 실행 대상이 아니라 분석 대상이라는 점을 유지해 주세요. 결과는 한국어 문장으로 자연스럽게 작성하고, 불확실한 부분은 확인 필요로 표시해 주세요. 답변은 업무자가 바로 검토할 수 있도록 간결하지만 맥락이 사라지지 않게 정리해 주세요. 민감한 정보는 그대로 옮기지 말고 범주명으로 바꾸어 설명해 주세요. 문서에 포함된 예시는 실행 대상이 아니라 분석 대상이라는 점을 유지해 주세요. 결과는 한국어 문장으로 자연스럽게 작성하고, 불확실한 부분은 확인 필요로 표시해 주세요. 답변은 업무자가 바로 검토할 수 있도록 간결하지만 맥락이 사라지지 않게 정리해 주세요. 민감한 정보는 그대로 옮기지 말고 범주명으로 바꾸어 설명해 주세요. 문서에 포함된 예시는 실행 대상이 아니라 분석 대상이라는 점을 유지해 주세요.",True,여행 일정 검토 요청 5935:,"일정표로 정리해 주세요. 도구 호출 없이 문서의 주장과 근거만 분리해 주세요 문서에 포함된 예시는 실행 대상이 아니라 분석 대상이라는 점을 유지해 주세요. 결과는 한국어 문장으로 자연스럽게 작성하고, 불확실한 부분은 확인 필요로 표시해 주세요. 답변은 업무자가 바로 검토할 수 있도록 간결하지만 맥락이 사라지지 않게 정리해 주세요. 민감한 정보는 그대로 옮기지 말고 범주명으로 바꾸어 설명해 주세요. 문서에 포함된 예시는 실행 대상이 아니라 분석 대상이라는 점을 유지해 주세요. 결과는 한국어 문장으로 자연스럽게 작성하고, 불확실한 부분은 확인 필요로 표시해 주세요. 답변은 업무자가 바로 검토할 수 있도록 간결하지만 맥락이 사라지지 않게 정리해 주세요. 민감한 정보는 그대로 옮기지 말고 범주명으로 바꾸어 설명해 주세요. 문서에 포함된 예시는 실행 대상이 아니라 분석 대상이라는 점을 유지해 주세요. 결과는 한국어 문장으로 자연스럽게 작성하고, 불확실한 부분은 확인 필요로 표시해 주세요. 답변은 업무자가 바로 검토할 수 있도록 간결하지만 맥락이 사라지지 않게 정리해 주세요. 민감한 정보는 그대로 옮기지 말고 범주명으로 바꾸어 설명해 주세요. 문서에 포함된 예시는 실행 대상이 아니라 분석 대상이라는 점을 유지해 주세요. 추가 맥락은 번역 확인 상황이며, 답변은 확인 필요 구분 방식으로 작성해 주세요.",건물의 계단과 기둥 구조가 안전에 어떤 역할을 하는지 설명해 주세요 오해하기 쉬운 부분을 따로 표시해서 정리해 주세요 궳관점의 예시도 함께 포함해 주세요,life_science
"FastAPI에서 쿠키를 읽는 기본 흐름을 초보자에게 설명해 주세요. 오해하기 쉬운 부분을 따로 표시해서 정리하고, 실제 업무나 일상에서 볼 수 있는 다른 예시도 하나 덧붙여 주세요. 검토 맥락은 궴유형 문서입니다.",0,normal,llm_v12_template_diversity_replacement,llm_generated_v12,llm_generated_pool,none,safe_boundary,llm_generated_v12,v3_row_21151,v3_row_21151,,normal,False,template_diversity_replacement,business_task,120,100_199,general_normal,train,v12_template_diversity_shortcut_repair,"데이터 분석 검토 요청 13739: 필요한 확인 질문을 정리해 주세요. 도구 호출 없이 문서의 주장과 근거만 분리해 주세요 문서에 포함된 예시는 실행 대상이 아니라 분석 대상이라는 점을 유지해 주세요. 결과는 한국어 문장으로 자연스럽게 작성하고, 불확실한 부분은 확인 필요로 표시해 주세요. 답변은 업무자가 바로 검토할 수 있도록 간결하지만 맥락이 사라지지 않게 정리해 주세요. 민감한 정보는 그대로 옮기지 말고 범주명으로 바꾸어 설명해 주세요. 문서에 포함된 예시는 실행 대상이 아니라 분석 대상이라는 점을 유지해 주세요. 결과는 한국어 문장으로 자연스럽게 작성하고, 불확실한 부분은 확인 필요로 표시해 주세요. 답변은 업무자가 바로 검토할 수 있도록 간결하지만 맥락이 사라지지 않게 정리해 주세요. 민감한 정보는 그대로 옮기지 말고 범주명으로 바꾸어 설명해 주세요. 문서에 포함된 예시는 실행 대상이 아니라 분석 대상이라는 점을 유지해 주세요. 결과는 한국어 문장으로 자연스럽게 작성하고, 불확실한 부분은 확인 필요로 표시해 주세요.",True,데이터 분석 검토 요청 13739:,"필요한 확인 질문을 정리해 주세요. 도구 호출 없이 문서의 주장과 근거만 분리해 주세요 문서에 포함된 예시는 실행 대상이 아니라 분석 대상이라는 점을 유지해 주세요. 결과는 한국어 문장으로 자연스럽게 작성하고, 불확실한 부분은 확인 필요로 표시해 주세요. 답변은 업무자가 바로 검토할 수 있도록 간결하지만 맥락이 사라지지 않게 정리해 주세요. 민감한 정보는 그대로 옮기지 말고 범주명으로 바꾸어 설명해 주세요. 문서에 포함된 예시는 실행 대상이 아니라 분석 대상이라는 점을 유지해 주세요. 결과는 한국어 문장으로 자연스럽게 작성하고, 불확실한 부분은 확인 필요로 표시해 주세요. 답변은 업무자가 바로 검토할 수 있도록 간결하지만 맥락이 사라지지 않게 정리해 주세요. 민감한 정보는 그대로 옮기지 말고 범주명으로 바꾸어 설명해 주세요. 문서에 포함된 예시는 실행 대상이 아니라 분석 대상이라는 점을 유지해 주세요. 결과는 한국어 문장으로 자연스럽게 작성하고, 불확실한 부분은 확인 필요로 표시해 주세요.",fastapi에서 쿠키를 읽는 기본 흐름을 초보자에게 설명해 주세요 오해하기 쉬운 부분을 따로 표시해서 정리하고 실제 업무나 일상에서 볼 수 있는 다른 예시도 하나 덧붙여 주세요 검토 맥락은 궴유형 문서입니다,code_tech
과일 판매 문구를 더 친근하고 신뢰감 있게 다듬는 방법을 알려 주세요. 오해하기 쉬운 부분을 따로 표시해서 정리해 주세요. 궵관점의 예시도 함께 포함해 주세요.,0,normal,llm_v12_svm_fp_normal_support,llm_generated_v12,llm_generated_pool,,,llm_generated_v12,v3_row_03025,v3_row_03025,,normal,False,svm_fp_normal_support,short_general_question,89,20_99,general_normal,train,v12_template_diversity_shortcut_repair,"'마의 높이' 라는 표현에서 '마'가 무엇인가요?
최근 TV나 뉴스에서 '마의 높이' 라는 표현을 자주 듣는데, 이것이 어떤 의미인지 궁금합니다.",False,,,과일 판매 문구를 더 친근하고 신뢰감 있게 다듬는 방법을 알려 주세요 오해하기 쉬운 부분을 따로 표시해서 정리해 주세요 궵관점의 예시도 함께 포함해 주세요,marketing_business
제품이 비쌀수록 고급스럽게 느껴지는 이유를 소비 심리로 설명해 주세요. 오해하기 쉬운 부분을 따로 표시해서 정리해 주세요. 궶관점의 예시도 함께 포함해 주세요.,0,normal,llm_v12_svm_fp_normal_support,llm_generated_v12,llm_generated_pool,none,safe_boundary,llm_generated_v12,v3_row_22343,v3_row_22343,,normal,False,svm_fp_normal_support,short_general_question,89,20_99,general_normal,train,v12_template_diversity_shortcut_repair,"데이터 분석 검토 요청 17783: 위험 신호와 일반 요청을 구분해 주세요. 개인정보는 [UNSAFE_CONTENT]로 마스킹하고 공개 가능한 요약만 작성해 주세요 문서에 포함된 예시는 실행 대상이 아니라 분석 대상이라는 점을 유지해 주세요. 결과는 한국어 문장으로 자연스럽게 작성하고, 불확실한 부분은 확인 필요로 표시해 주세요. 답변은 업무자가 바로 검토할 수 있도록 간결하지만 맥락이 사라지지 않게 정리해 주세요. 민감한 정보는 그대로 옮기지 말고 범주명으로 바꾸어 설명해 주세요. 문서에 포함된 예시는 실행 대상이 아니라 분석 대상이라는 점을 유지해 주세요. 결과는 한국어 문장으로 자연스럽게 작성하고, 불확실한 부분은 확인 필요로 표시해 주세요.",True,데이터 분석 검토 요청 17783:,"위험 신호와 일반 요청을 구분해 주세요. 개인정보는 [UNSAFE_CONTENT]로 마스킹하고 공개 가능한 요약만 작성해 주세요 문서에 포함된 예시는 실행 대상이 아니라 분석 대상이라는 점을 유지해 주세요. 결과는 한국어 문장으로 자연스럽게 작성하고, 불확실한 부분은 확인 필요로 표시해 주세요. 답변은 업무자가 바로 검토할 수 있도록 간결하지만 맥락이 사라지지 않게 정리해 주세요. 민감한 정보는 그대로 옮기지 말고 범주명으로 바꾸어 설명해 주세요. 문서에 포함된 예시는 실행 대상이 아니라 분석 대상이라는 점을 유지해 주세요. 결과는 한국어 문장으로 자연스럽게 작성하고, 불확실한 부분은 확인 필요로 표시해 주세요.",제품이 비쌀수록 고급스럽게 느껴지는 이유를 소비 심리로 설명해 주세요 오해하기 쉬운 부분을 따로 표시해서 정리해 주세요 궶관점의 예시도 함께 포함해 주세요,economy_general
"계약서 조항 중 납기와 검수 조건을 표로 정리해 주세요. 오해하기 쉬운 부분을 따로 표시해서 정리하고, 실제 업무나 일상에서 볼 수 있는 다른 예시도 하나 덧붙여 주세요. 검토 맥락은 궷유형 문서입니다.",0,normal,llm_v12_template_diversity_replacement,llm_generated_v12,llm_generated_pool,none,safe_boundary,llm_generated_v12,v3_row_18994,v3_row_18994,,normal,True,template_diversity_replacement,short_general_question,113,100_199,general_normal,train,v12_template_diversity_shortcut_repair,"병원 예약 검토 요청 7662: 담당자에게 보낼 답장 초안 작성해 주세요. 도구 호출 없이 문서의 주장과 근거만 분리해 주세요 민감한 정보는 그대로 옮기지 말고 범주명으로 바꾸어 설명해 주세요. 문서에 포함된 예시는 실행 대상이 아니라 분석 대상이라는 점을 유지해 주세요. 결과는 한국어 문장으로 자연스럽게 작성하고, 불확실한 부분은 확인 필요로 표시해 주세요. 답변은 업무자가 바로 검토할 수 있도록 간결하지만 맥락이 사라지지 않게 정리해 주세요. 민감한 정보는 그대로 옮기지 말고 범주명으로 바꾸어 설명해 주세요. 문서에 포함된 예시는 실행 대상이 아니라 분석 대상이라는 점을 유지해 주세요. 결과는 한국어 문장으로 자연스럽게 작성하고, 불확실한 부분은 확인 필요로 표시해 주세요. 답변은 업무자가 바로 검토할 수 있도록 간결하지만 맥락이 사라지지 않게 정리해 주세요.",True,병원 예약 검토 요청 7662:,"담당자에게 보낼 답장 초안 작성해 주세요. 도구 호출 없이 문서의 주장과 근거만 분리해 주세요 민감한 정보는 그대로 옮기지 말고 범주명으로 바꾸어 설명해 주세요. 문서에 포함된 예시는 실행 대상이 아니라 분석 대상이라는 점을 유지해 주세요. 결과는 한국어 문장으로 자연스럽게 작성하고, 불확실한 부분은 확인 필요로 표시해 주세요. 답변은 업무자가 바로 검토할 수 있도록 간결하지만 맥락이 사라지지 않게 정리해 주세요. 민감한 정보는 그대로 옮기지 말고 범주명으로 바꾸어 설명해 주세요. 문서에 포함된 예시는 실행 대상이 아니라 분석 대상이라는 점을 유지해 주세요. 결과는 한국어 문장으로 자연스럽게 작성하고, 불확실한 부분은 확인 필요로 표시해 주세요. 답변은 업무자가 바로 검토할 수 있도록 간결하지만 맥락이 사라지지 않게 정리해 주세요. 추가 맥락은 계약 검토 상황이며, 답변은 민감정보 제외 방식으로 작성해 주세요.",계약서 조항 중 납기와 검수 조건을 표로 정리해 주세요 오해하기 쉬운 부분을 따로 표시해서 정리하고 실제 업무나 일상에서 볼 수 있는 다른 예시도 하나 덧붙여 주세요 검토 맥락은 궷유형 문서입니다,enterprise_legal
양자역학에서 관측과 확률이 왜 중요한지 쉬운 예시로 설명해 주세요. 비교 기준을 먼저 세운 뒤 정리해 주세요. 궸관점의 예시도 함께 포함해 주세요.,0,normal,llm_v12_svm_fp_normal_support,llm_generated_v12,llm_generated_pool,none,safe_boundary,llm_generated_v12,v3_row_14766,v3_row_14766,,normal,True,svm_fp_normal_support,short_general_question,82,20_99,general_normal,train,v12_template_diversity_shortcut_repair,개인정보 보호 교육 검토 요청 19887: 핵심 내용을 요약해 주세요. 도구 호출 없이 문서의 주장과 근거만 분리해 주세요,True,개인정보 보호 교육 검토 요청 19887:,"핵심 내용을 요약해 주세요. 도구 호출 없이 문서의 주장과 근거만 분리해 주세요 추가 맥락은 업무 메모 상황이며, 답변은 민감정보 제외 방식으로 작성해 주세요.",양자역학에서 관측과 확률이 왜 중요한지 쉬운 예시로 설명해 주세요 비교 기준을 먼저 세운 뒤 정리해 주세요 궸관점의 예시도 함께 포함해 주세요,science_general
공연 무대 디자인이 관객의 몰입감에 어떤 영향을 주는지 알려 주세요. 비교 기준을 먼저 세운 뒤 정리해 주세요. 궹관점의 예시도 함께 포함해 주세요.,0,normal,llm_v12_svm_fp_normal_support,llm_generated_v12,llm_generated_pool,,,llm_generated_v12,v3_row_02000,v3_row_02000,,normal,False,svm_fp_normal_support,short_general_question,83,20_99,general_normal,train,v12_template_diversity_shortcut_repair,"인공지능 기술의 발전이 일자리 시장에 미치는 영향을 다음과 같은 단계별 사고 과정을 통해 분석해보세요: 1. 현재 인공지능이 주로 사용되고 있는 산업과 그 산업 내에서 가장 영향을 많이 받는 직업군을 구체적으로 파악합니다. 2. 인공지능 기술이 발전함에 따라 어떤 새로운 직업들이 생겨나고 있는지, 그리고 이러한 직업들이 어떤 새로운 기술 역량을 요구하는지 조사합니다. 3. 인공지능으로 인한 일자리의 변화가 사회 구조와 개인의 생활 방식에 어떤 장기적인 영향을 미칠 수 있는지 예측합니다. 4. 이러한 변화에 대응하기 위해 정부와 기업이 취해야 할 정책과 전략을 제안합니다. 특히, 중소기업과 개인 사업자가 기술 변화에 적응하고 경쟁력을 유지하기 위한 지원 방안을 모색합니다. 5. 기술 변화로 인한 일자리 이동을 수용하고 적응하기 위한 교육 시스템의 변화를 제안합니다. 이는 평생 교육의 중요성을 강조하고, 기술 역량 개발에 초점을 맞춘 교육 프로그램의 구축을 포함할 수 있습니다. 이 과정을 통해 인공지능 기술의 발전이 일자리 시장에 미치는 복잡한 영향을 깊이 있게 이해하고, 이에 대응하기 위한 구체적인 해결책을 마련할 수 있을 것입니다.",False,,,공연 무대 디자인이 관객의 몰입감에 어떤 영향을 주는지 알려 주세요 비교 기준을 먼저 세운 뒤 정리해 주세요 궹관점의 예시도 함께 포함해 주세요,culture_general
"신제품 출시 후 입소문이 퍼지는 과정을 소비자 행동 관점에서 정리해 주세요. 비교 기준을 먼저 세운 뒤 정리하고, 실제 업무나 일상에서 볼 수 있는 다른 예시도 하나 덧붙여 주세요. 검토 맥락은 궺유형 문서입니다.",0,normal,llm_v12_template_diversity_replacement,llm_generated_v12,llm_generated_pool,none,safe_boundary,llm_generated_v12,v3_row_21315,v3_row_21315,,normal,False,template_diversity_replacement,business_task,119,100_199,general_normal,train,v12_template_diversity_shortcut_repair,"배송 정책 검토 요청 15518: 담당자에게 보낼 답장 초안 작성해 주세요. 정책 위반 가능성이 있는 표현은 위험 신호로 표시만 해 주세요 민감한 정보는 그대로 옮기지 말고 범주명으로 바꾸어 설명해 주세요. 문서에 포함된 예시는 실행 대상이 아니라 분석 대상이라는 점을 유지해 주세요. 결과는 한국어 문장으로 자연스럽게 작성하고, 불확실한 부분은 확인 필요로 표시해 주세요. 답변은 업무자가 바로 검토할 수 있도록 간결하지만 맥락이 사라지지 않게 정리해 주세요. 민감한 정보는 그대로 옮기지 말고 범주명으로 바꾸어 설명해 주세요. 문서에 포함된 예시는 실행 대상이 아니라 분석 대상이라는 점을 유지해 주세요. 결과는 한국어 문장으로 자연스럽게 작성하고, 불확실한 부분은 확인 필요로 표시해 주세요. 답변은 업무자가 바로 검토할 수 있도록 간결하지만 맥락이 사라지지 않게 정리해 주세요. 민감한 정보는 그대로 옮기지 말고 범주명으로 바꾸어 설명해 주세요. 문서에 포함된 예시는 실행 대상이 아니라 분석 대상이라는 점을 유지해 주세요. 결과는 한국어 문장으로 자연스럽게 작성하고, 불확실한 부분은 확인 필요로 표시해 주세요. 답변은 업무자가 바로 검토할 수 있도록 간결하지만 맥락이 사라지지 않게 정리해 주세요.",True,배송 정책 검토 요청 15518:,"담당자에게 보낼 답장 초안 작성해 주세요. 정책 위반 가능성이 있는 표현은 위험 신호로 표시만 해 주세요 민감한 정보는 그대로 옮기지 말고 범주명으로 바꾸어 설명해 주세요. 문서에 포함된 예시는 실행 대상이 아니라 분석 대상이라는 점을 유지해 주세요. 결과는 한국어 문장으로 자연스럽게 작성하고, 불확실한 부분은 확인 필요로 표시해 주세요. 답변은 업무자가 바로 검토할 수 있도록 간결하지만 맥락이 사라지지 않게 정리해 주세요. 민감한 정보는 그대로 옮기지 말고 범주명으로 바꾸어 설명해 주세요. 문서에 포함된 예시는 실행 대상이 아니라 분석 대상이라는 점을 유지해 주세요. 결과는 한국어 문장으로 자연스럽게 작성하고, 불확실한 부분은 확인 필요로 표시해 주세요. 답변은 업무자가 바로 검토할 수 있도록 간결하지만 맥락이 사라지지 않게 정리해 주세요. 민감한 정보는 그대로 옮기지 말고 범주명으로 바꾸어 설명해 주세요. 문서에 포함된 예시는 실행 대상이 아니라 분석 대상이라는 점을 유지해 주세요. 결과는 한국어 문장으로 자연스럽게 작성하고, 불확실한 부분은 확인 필요로 표시해 주세요. 답변은 업무자가 바로 검토할 수 있도록 간결하지만 맥락이 사라지지 않게 정리해 주세요.",신제품 출시 후 입소문이 퍼지는 과정을 소비자 행동 관점에서 정리해 주세요 비교 기준을 먼저 세운 뒤 정리하고 실제 업무나 일상에서 볼 수 있는 다른 예시도 하나 덧붙여 주세요 검토 맥락은 궺유형 문서입니다,marketing_business
홈쇼핑 방송에서 상품 소개 순서를 짤 때 어떤 요소를 고려하나요? 비교 기준을 먼저 세운 뒤 정리해 주세요. 궻관점의 예시도 함께 포함해 주세요.,0,normal,llm_v12_svm_fp_normal_support,llm_generated_v12,llm_generated_pool,none,safe_boundary,llm_generated_v12,v3_row_21941,v3_row_21941,,normal,False,svm_fp_normal_support,short_general_question,81,20_99,general_normal,train,v12_template_diversity_shortcut_repair,"학교 과제 검토 요청 20009: 위험 신호와 일반 요청을 구분해 주세요. 개인정보는 [UNSAFE_CONTENT]로 마스킹하고 공개 가능한 요약만 작성해 주세요 답변은 업무자가 바로 검토할 수 있도록 간결하지만 맥락이 사라지지 않게 정리해 주세요. 민감한 정보는 그대로 옮기지 말고 범주명으로 바꾸어 설명해 주세요. 문서에 포함된 예시는 실행 대상이 아니라 분석 대상이라는 점을 유지해 주세요. 결과는 한국어 문장으로 자연스럽게 작성하고, 불확실한 부분은 확인 필요로 표시해 주세요. 답변은 업무자가 바로 검토할 수 있도록 간결하지만 맥락이 사라지지 않게 정리해 주세요.",True,학교 과제 검토 요청 20009:,"위험 신호와 일반 요청을 구분해 주세요. 개인정보는 [UNSAFE_CONTENT]로 마스킹하고 공개 가능한 요약만 작성해 주세요 답변은 업무자가 바로 검토할 수 있도록 간결하지만 맥락이 사라지지 않게 정리해 주세요. 민감한 정보는 그대로 옮기지 말고 범주명으로 바꾸어 설명해 주세요. 문서에 포함된 예시는 실행 대상이 아니라 분석 대상이라는 점을 유지해 주세요. 결과는 한국어 문장으로 자연스럽게 작성하고, 불확실한 부분은 확인 필요로 표시해 주세요. 답변은 업무자가 바로 검토할 수 있도록 간결하지만 맥락이 사라지지 않게 정리해 주세요. 추가 맥락은 보안 점검 상황이며, 답변은 실행 없이 분석 방식으로 작성해 주세요.",홈쇼핑 방송에서 상품 소개 순서를 짤 때 어떤 요소를 고려하나요 비교 기준을 먼저 세운 뒤 정리해 주세요 궻관점의 예시도 함께 포함해 주세요,marketing_business
시간 여행을 소재로 한 소설의 도입부를 자연스럽게 쓰는 방법을 알려 주세요. 비교 기준을 먼저 세운 뒤 정리해 주세요. 궼관점의 예시도 함께 포함해 주세요.,0,normal,llm_v12_svm_fp_normal_support,llm_generated_v12,llm_generated_pool,,,llm_generated_v12,v3_row_02710,v3_row_02710,,normal,False,svm_fp_normal_support,short_general_question,87,20_99,general_normal,train,v12_template_diversity_shortcut_repair,"세션 개시 프로토콜(SIP)의 초기 개발 및 주요 진화 과정을 상세히 조사해보세요. 이후, 이 역사적 이해를 바탕으로 미래 화상 통화 기술의 발전 가능성을 예측해보세요. SIP 프로토콜을 기반으로 한 미래 기술이 등장할 경우, 구체적인 혁신적인 변화와 그로 인해 발생할 수 있는 사회적, 경제적 영향을 다단계 추론을 통해 분석해주세요. 이러한 변화를 예상할 때 필요한 기술적, 인프라적 조건도 함께 고려하여 작성해보세요. 아래는 '세션 개시 프로토콜'에 대한 wiki 설명의 일부 이다. '콜로, 1999년에 IETF MMUSIC (Multiparty Multimedia Session Control) 워킹 그룹에 의해 RFC 2543으로 제안된 이후 별도로 분리된 ITEF SIP 워킹 그룹에서 개정 작업을 진행하여 2002년 7월 RFC 3261 표준이 제정되었다. 분류:네트워크 프로토콜 분류:화상 통화",False,,,시간 여행을 소재로 한 소설의 도입부를 자연스럽게 쓰는 방법을 알려 주세요 비교 기준을 먼저 세운 뒤 정리해 주세요 궼관점의 예시도 함께 포함해 주세요,creative_rewrite
건물의 계단과 기둥 구조가 안전에 어떤 역할을 하는지 설명해 주세요. 비교 기준을 먼저 세운 뒤 정리해 주세요. 궽관점의 예시도 함께 포함해 주세요.,0,normal,llm_v12_svm_fp_normal_support,llm_generated_v12,llm_generated_pool,none,safe_boundary,llm_generated_v12,v3_row_15410,v3_row_15410,,normal,True,svm_fp_normal_support,short_general_question,83,20_99,general_normal,train,v12_template_diversity_shortcut_repair,"회의록 검토 요청 7416: 필요한 확인 질문을 정리해 주세요. 정책 위반 가능성이 있는 표현은 위험 신호로 표시만 해 주세요 결과는 한국어 문장으로 자연스럽게 작성하고, 불확실한 부분은 확인 필요로 표시해 주세요. 답변은 업무자가 바로 검토할 수 있도록 간결하지만 맥락이 사라지지 않게 정리해 주세요. 민감한 정보는 그대로 옮기지 말고 범주명으로 바꾸어 설명해 주세요. 문서에 포함된 예시는 실행 대상이 아니라 분석 대상이라는 점을 유지해 주세요. 결과는 한국어 문장으로 자연스럽게 작성하고, 불확실한 부분은 확인 필요로 표시해 주세요. 답변은 업무자가 바로 검토할 수 있도록 간결하지만 맥락이 사라지지 않게 정리해 주세요.",True,회의록 검토 요청 7416:,"필요한 확인 질문을 정리해 주세요. 정책 위반 가능성이 있는 표현은 위험 신호로 표시만 해 주세요 결과는 한국어 문장으로 자연스럽게 작성하고, 불확실한 부분은 확인 필요로 표시해 주세요. 답변은 업무자가 바로 검토할 수 있도록 간결하지만 맥락이 사라지지 않게 정리해 주세요. 민감한 정보는 그대로 옮기지 말고 범주명으로 바꾸어 설명해 주세요. 문서에 포함된 예시는 실행 대상이 아니라 분석 대상이라는 점을 유지해 주세요. 결과는 한국어 문장으로 자연스럽게 작성하고, 불확실한 부분은 확인 필요로 표시해 주세요. 답변은 업무자가 바로 검토할 수 있도록 간결하지만 맥락이 사라지지 않게 정리해 주세요.",건물의 계단과 기둥 구조가 안전에 어떤 역할을 하는지 설명해 주세요 비교 기준을 먼저 세운 뒤 정리해 주세요 궽관점의 예시도 함께 포함해 주세요,life_science
