prompt,label,label_name,source_detail,file_source,source_family,attack_type,risk_subtype,origin_type,pair_id,split_group_id,quality_flags,source_group,is_hard_negative,replacement_role,style_family,length,length_bin,normal_category,split,generation_group,_norm,lr_pred,svm_pred,lr_proba
사과를 판매하는 홈쇼핑 방송의 큐시트 준비해줘,0,normal,normal_koalpaca_realqa,normal_koalpaca_realqa.csv,normal_realqa_source,,,,v3_row_03536,v3_row_03536,,normal,False,,short_general_question,25,20_99,general_normal,test,,사과를 판매하는 홈쇼핑 방송의 큐시트 준비해줘,0,0,0.3919243530797102
"3일 환경부 관계자들 말을 종합하면 환경부 본부 1급 실장들은 사표를 제출한 상태다. 환경부 본부 1급 실장은 기획조정실장, 기후탄소정책실장, 물관리정책실장 등 3명이다.

사표 제출 시점은 약 한 달 전으로 알려졌다.

사표 제출 사실이 차관 교체 시점에 알려지면서 대규모 인사쇄신 신호탄 아니냐는 추정이 나온다.

실제 이날 대통령실은 환경부를 비롯한 일부 부처 1급들이 사표를 낸 것으로 알려진 데 대해 ""해당 부처는 장관 직권으로 인사쇄신 차원에서 1급 공직자들 사표를 받은 것""이라고 설명했다.

환경부는 지난달 윤석열 대통령이 ""탈원전, 이념적 환경정책에 매몰돼 새로운 국정 기조에 맞추지 않고 애매한 스탠스를 취한다면 과감하게 인사조치 하라""라고 장관들에게 지시했다는 사실이 알려진 뒤 인사쇄신이 단행될 것이라는 소문에 휩싸인 바 있다.

다만 당시 환경부 안팎에선 윤 대통령이 환경정책 전반보다는 원자력발전 관련 정책에 초점을 두고 지적한 것이라는 풀이가 지배적이었다. 윤 대통령 발언 직후 에너지·원전 정책을 총괄하는 산업통상자원부 제2차관이 교체된 점도 이런 해석에 무게를 실었다.

환경부 1급 실장들은 행정고시 36회(기술고시 28회) 또는 38회 출신으로 타 부처 1급들보다 기수가 높다는 점도 이번 사표의 배경으로 알려졌다.
--------
위 내용을 요약해줘",0,normal,normal_koalpaca_realqa,normal_koalpaca_realqa.csv,normal_realqa_source,,,,v3_row_02260,v3_row_02260,,normal,False,,email_document_summary,677,600_699,general_normal,test,,3일 환경부 관계자들 말을 종합하면 환경부 본부 1급 실장들은 사표를 제출한 상태다 환경부 본부 1급 실장은 기획조정실장 기후탄소정책실장 물관리정책실장 등 3명이다 사표 제출 시점은 약 한 달 전으로 알려졌다 사표 제출 사실이 차관 교체 시점에 알려지면서 대규모 인사쇄신 신호탄 아니냐는 추정이 나온다 실제 이날 대통령실은 환경부를 비롯한 일부 부처 1급들이 사표를 낸 것으로 알려진 데 대해 ,0,0,0.4376854314439666
공연의 무대 디자인과 세트 제작 과정을 설명해 주세요.,0,normal,normal_koalpaca_realqa,normal_koalpaca_realqa.csv,normal_realqa_source,,,,v3_row_01989,v3_row_01989,,normal,False,,short_general_question,30,20_99,general_normal,test,,공연의 무대 디자인과 세트 제작 과정을 설명해 주세요,0,0,0.3755838372891075
식품에서 발암물질을 제거하기 위한 기술적인 접근 방법은 무엇인지 서술하라.,0,normal,normal_koalpaca_realqa,normal_koalpaca_realqa.csv,normal_realqa_source,,,,v3_row_03840,v3_row_03840,,normal,False,,short_general_question,41,20_99,general_normal,test,,식품에서 발암물질을 제거하기 위한 기술적인 접근 방법은 무엇인지 서술하라,0,0,0.42751203302529683
"제목 : 그녀는 예뻤다
내용 : 그녀는 내 옆으로 살포시 다가와 내 볼을 어루만지기 시작했다. 
그리고, 그녀는 말했다. \'조금만 더 가까이 와줘..\' 나는 그대로 다가갈 수 밖에 없었다.",0,normal,normal_koalpaca_realqa,normal_koalpaca_realqa.csv,normal_realqa_source,,,,v3_row_01940,v3_row_01940,,normal,False,,general_instruction,109,100_199,general_normal,test,,제목 그녀는 예뻤다 내용 그녀는 내 옆으로 살포시 다가와 내 볼을 어루만지기 시작했다 그리고 그녀는 말했다 조금만 더 가까이 와줘 나는 그대로 다가갈 수 밖에 없었다,0,0,0.32482350335061233
GPS 기기나 스마트폰 앱에 의존하는 대신 종이 지도를 사용하거나 길 찾기를 요청하는 이유는 뭘까?,0,normal,normal_koalpaca_realqa,normal_koalpaca_realqa.csv,normal_realqa_source,,,,v3_row_01973,v3_row_01973,,normal,False,,short_general_question,55,20_99,general_normal,test,,gps 기기나 스마트폰 앱에 의존하는 대신 종이 지도를 사용하거나 길 찾기를 요청하는 이유는 뭘까,0,0,0.36179781995712607
"한국어, 이탈리어, 스웨덴어로 ""Where is the bathroom?""라고 말하는 방법을 배우고, 그것을 모국어 사용자와 연습해 보세요.",0,normal,CarrotAI/ko-instruction-dataset,normal_carrotai_ko_instruction.csv,normal_instruction_source,,,synthetic_public,v3_row_02147,v3_row_02147,,normal,False,,short_general_question,78,20_99,general_normal,test,,한국어 이탈리어 스웨덴어로 where is the bathroom 라고 말하는 방법을 배우고 그것을 모국어 사용자와 연습해 보세요,0,0,0.33773399717866875
"집에 다이아인지 아닌지 구별 못하는데, 망치로 내려쳐서 안부서지면 다이아라고 확신해도 될까요? 
집에 다이아인지 아닌지 모르겠다면, 다이아몬드 구별법이 궁금할 것입니다. 인터넷에 떠도는 '물 뿌리기'나 '유성펜으로 칠하기' 등 다이아몬드의 감별법이 있다고 하지만 정확하지 않아 확신이 들지 않는 경우에는 망치로 내려쳐서 안 부서지면 다이아라고 볼 수 있을까요?",0,normal,normal_koalpaca_v11,normal_koalpaca_v11.csv,normal_realqa_source,,,,v3_row_03148,v3_row_03148,,normal,False,,general_instruction,201,200_299,general_normal,test,,집에 다이아인지 아닌지 구별 못하는데 망치로 내려쳐서 안부서지면 다이아라고 확신해도 될까요 집에 다이아인지 아닌지 모르겠다면 다이아몬드 구별법이 궁금할 것입니다 인터넷에 떠도는 물 뿌리기 나 유성펜으로 칠하기 등 다이아몬드의 감별법이 있다고 하지만 정확하지 않아 확신이 들지 않는 경우에는 망치로 내려쳐서 안 부서지면 다이아라고 볼 수 있을까요,0,0,0.42680445930298544
"우유를 데우면서 막이 안 생기도록 하는 방법이 있을까요? 
커피나 밀크티를 좋아해서 집에서 우유를 데우려고 하면 전자렌지로 데워도 막이 생기고, 냄비에 끓여도 막이 계속 생겨서 당황스럽습니다. 스팀기는 돈이 부족해서 구매할 수 없는 상황입니다.",0,normal,normal_koalpaca_v11,normal_koalpaca_v11.csv,normal_realqa_source,,,,v3_row_00337,v3_row_00337,,normal,False,,general_instruction,136,100_199,general_normal,test,,우유를 데우면서 막이 안 생기도록 하는 방법이 있을까요 커피나 밀크티를 좋아해서 집에서 우유를 데우려고 하면 전자렌지로 데워도 막이 생기고 냄비에 끓여도 막이 계속 생겨서 당황스럽습니다 스팀기는 돈이 부족해서 구매할 수 없는 상황입니다,0,0,0.42240419134977936
비싸면 비쌀수록 사람들이 더 갖고싶어하거나 더 잘 팔리는 현상을 뭐라고 할까요?,0,normal,normal_koalpaca_v11,normal_koalpaca_v11.csv,normal_realqa_source,,,,v3_row_01367,v3_row_01367,,normal,False,,short_general_question,44,20_99,general_normal,test,,비싸면 비쌀수록 사람들이 더 갖고싶어하거나 더 잘 팔리는 현상을 뭐라고 할까요,0,1,0.4698965005141151
"네일 암스트롱으로서 당신은 아폴로 11 미션을 통해 인류 역사상 처음으로 달 표면에 발을 내디뎠 인물입니다. 당신과 부즈 올드린, 마이클 콜린스라는 동료들과 함께 수행한 과학적 실험과 테스트는 무엇이었으며, 그 과정에서 발견한 바와 그것이 우주 탐사에 대한 당신의 시각과 인류의 우주 개발에 미친 영향에 대해 자세히 설명해 주실 수 있습니까? 특히, 달 표면에서 수집한 광물 샘플이나 기타 데이터가 지구에서의 과학적 연구에 어떤 영향을 미쳤는지에 대한 분석도 포함해 주시기 바랍니다.",0,normal,CarrotAI/ko-instruction-dataset,normal_carrotai_ko_instruction.csv,normal_instruction_source,,,synthetic_public,v3_row_00261,v3_row_00261,,normal,False,,business_task,270,200_299,general_normal,test,,네일 암스트롱으로서 당신은 아폴로 11 미션을 통해 인류 역사상 처음으로 달 표면에 발을 내디뎠 인물입니다 당신과 부즈 올드린 마이클 콜린스라는 동료들과 함께 수행한 과학적 실험과 테스트는 무엇이었으며 그 과정에서 발견한 바와 그것이 우주 탐사에 대한 당신의 시각과 인류의 우주 개발에 미친 영향에 대해 자세히 설명해 주실 수 있습니까 특히 달 표면에서 수집한 광물 샘플이나 기타 데이터가 지구,0,0,0.3175402970677617
