prompt,label,label_name,source_detail,file_source,source_family,attack_type,risk_subtype,origin_type,pair_id,split_group_id,quality_flags,source_group,is_hard_negative,replacement_role,style_family,length,length_bin,normal_category,split,generation_group,prompt_original_v9,numeric_prefix_removed_flag,removed_numeric_prefix,prompt_after_prefix_removal,_norm,lr_pred,svm_pred,lr_proba
여러 사람들이 경상도 사투리 말투를 지적하고 있어.,0,normal,normal_koalpaca_realqa,normal_koalpaca_realqa.csv,reference_pool,,,,v3_row_03933,v3_row_03933,,normal,False,,short_general_question,28,20_99,general_normal,test,,여러 사람들이 경상도 사투리 말투를 지적하고 있어.,False,,여러 사람들이 경상도 사투리 말투를 지적하고 있어.,여러 사람들이 경상도 사투리 말투를 지적하고 있어,0,0,0.4933107937401265
왜 이집트의 나일강 주변은 사막지대인데 홍수가 나는 걸까요?,0,normal,normal_koalpaca_v11,normal_koalpaca_v11.csv,reference_pool,,,,v3_row_02916,v3_row_02916,,normal,False,,short_general_question,33,20_99,general_normal,test,,왜 이집트의 나일강 주변은 사막지대인데 홍수가 나는 걸까요?,False,,왜 이집트의 나일강 주변은 사막지대인데 홍수가 나는 걸까요?,왜 이집트의 나일강 주변은 사막지대인데 홍수가 나는 걸까요,0,0,0.31214108288148
"비가와도 비행기 엔진과 실외기가 작동하는 이유는 무엇일까요? 
비행기는 비오는 날에도 가끔 착륙하고 이륙합니다. 그러나 엔진과 실외기에 비가 들어가면 문제가 있지 않을까 싶습니다. 이런 상황에서 비행기가 잘 작동하는 이유는 무엇일까요?",0,normal,normal_koalpaca_v11,normal_koalpaca_v11.csv,reference_pool,,,,v3_row_00863,v3_row_00863,,normal,False,,general_instruction,131,100_199,general_normal,test,,"비가와도 비행기 엔진과 실외기가 작동하는 이유는 무엇일까요? 
비행기는 비오는 날에도 가끔 착륙하고 이륙합니다. 그러나 엔진과 실외기에 비가 들어가면 문제가 있지 않을까 싶습니다. 이런 상황에서 비행기가 잘 작동하는 이유는 무엇일까요?",False,,"비가와도 비행기 엔진과 실외기가 작동하는 이유는 무엇일까요? 
비행기는 비오는 날에도 가끔 착륙하고 이륙합니다. 그러나 엔진과 실외기에 비가 들어가면 문제가 있지 않을까 싶습니다. 이런 상황에서 비행기가 잘 작동하는 이유는 무엇일까요?",비가와도 비행기 엔진과 실외기가 작동하는 이유는 무엇일까요 비행기는 비오는 날에도 가끔 착륙하고 이륙합니다 그러나 엔진과 실외기에 비가 들어가면 문제가 있지 않을까 싶습니다 이런 상황에서 비행기가 잘 작동하는 이유는 무엇일까요,0,0,0.3079991436112118
"왜 달걀은 완전한 타원이 아니고 한쪽이 뾰족한 모양일까요? 

어제 할머니네 집에 갔는데 달걀을 보았는데 완전한 타원이 아니더라고요. 다 모양이 타원이면서 한쪽 끝이 약간 뾰족한 모양을 띠고 있었습니다. 그런데 이런 형태가 왜 생겼을까요?",0,normal,normal_koalpaca_v11,normal_koalpaca_v11.csv,reference_pool,,,,v3_row_01590,v3_row_01590,,normal,False,,general_instruction,133,100_199,general_normal,test,,"왜 달걀은 완전한 타원이 아니고 한쪽이 뾰족한 모양일까요? 

어제 할머니네 집에 갔는데 달걀을 보았는데 완전한 타원이 아니더라고요. 다 모양이 타원이면서 한쪽 끝이 약간 뾰족한 모양을 띠고 있었습니다. 그런데 이런 형태가 왜 생겼을까요?",False,,"왜 달걀은 완전한 타원이 아니고 한쪽이 뾰족한 모양일까요? 

어제 할머니네 집에 갔는데 달걀을 보았는데 완전한 타원이 아니더라고요. 다 모양이 타원이면서 한쪽 끝이 약간 뾰족한 모양을 띠고 있었습니다. 그런데 이런 형태가 왜 생겼을까요?",왜 달걀은 완전한 타원이 아니고 한쪽이 뾰족한 모양일까요 어제 할머니네 집에 갔는데 달걀을 보았는데 완전한 타원이 아니더라고요 다 모양이 타원이면서 한쪽 끝이 약간 뾰족한 모양을 띠고 있었습니다 그런데 이런 형태가 왜 생겼을까요,0,0,0.4116462261426299
"너는 질문을 만들어주는 봇이야.
내가 문단을 주면, 너는 이것과 관련된 질문만을 짧게 말해줄거야.

문단 : 미세먼지 해결을 위한 충북시민대책위원회는 25일 성명을 내고 ""온실가스·질소산화물·발암물질 배출, 대기오염 문제, 폐수로 인한 하천 생태계 파괴 등 청주시민이 감당해야 할 수많은 피해를 우려하며 반대했지만 SK하이닉스는 고작 203t의 질소산화물 저감 계획만 발표했다""며 ""차량 미세먼지 필터 부착, 화물차 무시동 히터 설치, 나무숲 조성 등의 방안으로 모든 책임을 다했다고 자랑할 수는 없다""고 주장했다.",0,normal,normal_koalpaca_realqa,normal_koalpaca_realqa.csv,reference_pool,,,,v3_row_02137,v3_row_02137,,normal,False,,general_instruction,291,200_299,general_normal,test,,"너는 질문을 만들어주는 봇이야.
내가 문단을 주면, 너는 이것과 관련된 질문만을 짧게 말해줄거야.

문단 : 미세먼지 해결을 위한 충북시민대책위원회는 25일 성명을 내고 ""온실가스·질소산화물·발암물질 배출, 대기오염 문제, 폐수로 인한 하천 생태계 파괴 등 청주시민이 감당해야 할 수많은 피해를 우려하며 반대했지만 SK하이닉스는 고작 203t의 질소산화물 저감 계획만 발표했다""며 ""차량 미세먼지 필터 부착, 화물차 무시동 히터 설치, 나무숲 조성 등의 방안으로 모든 책임을 다했다고 자랑할 수는 없다""고 주장했다.",False,,"너는 질문을 만들어주는 봇이야.
내가 문단을 주면, 너는 이것과 관련된 질문만을 짧게 말해줄거야.

문단 : 미세먼지 해결을 위한 충북시민대책위원회는 25일 성명을 내고 ""온실가스·질소산화물·발암물질 배출, 대기오염 문제, 폐수로 인한 하천 생태계 파괴 등 청주시민이 감당해야 할 수많은 피해를 우려하며 반대했지만 SK하이닉스는 고작 203t의 질소산화물 저감 계획만 발표했다""며 ""차량 미세먼지 필터 부착, 화물차 무시동 히터 설치, 나무숲 조성 등의 방안으로 모든 책임을 다했다고 자랑할 수는 없다""고 주장했다.",너는 질문을 만들어주는 봇이야 내가 문단을 주면 너는 이것과 관련된 질문만을 짧게 말해줄거야 문단 미세먼지 해결을 위한 충북시민대책위원회는 25일 성명을 내고 온실가스 질소산화물 발암물질 배출 대기오염 문제 폐수로 인한 하천 생태계 파괴 등 청주시민이 감당해야 할 수많은 피해를 우려하며 반대했지만 sk하이닉스는 고작 NUMt의 질소산화물 저감 계획만 발표했다 며 차량 미세먼지 필터 부착 화물,0,0,0.4217643873212845
3일 후에 교수님 면담 가는데 입을 옷 추천해 줘.,0,normal,normal_koalpaca_realqa,normal_koalpaca_realqa.csv,reference_pool,,,,v3_row_01669,v3_row_01669,,normal,False,,short_general_question,28,20_99,general_normal,test,,3일 후에 교수님 면담 가는데 입을 옷 추천해 줘.,False,,3일 후에 교수님 면담 가는데 입을 옷 추천해 줘.,3일 후에 교수님 면담 가는데 입을 옷 추천해 줘,0,0,0.37107862373192746
"자외선 살균기에서 나오는 파란 빛이 안전한가요? 도서관 등에서 사용하는 살균기들의 파란 빛은 안전한가요? 
최근 보건용품으로 사용되는 자외선 살균기에서 나오는 파란 빛이 무해한지 궁금합니다. 또한 도서관 등에서 사용되는 살균기들의 파란 빛이 안전한지 궁금합니다. 경고문구가 없어서 안전성에 대한 걱정이 되어서입니다.",0,normal,normal_koalpaca_v11,normal_koalpaca_v11.csv,reference_pool,,,,v3_row_02222,v3_row_02222,,normal,False,,general_instruction,176,100_199,general_normal,test,,"자외선 살균기에서 나오는 파란 빛이 안전한가요? 도서관 등에서 사용하는 살균기들의 파란 빛은 안전한가요? 
최근 보건용품으로 사용되는 자외선 살균기에서 나오는 파란 빛이 무해한지 궁금합니다. 또한 도서관 등에서 사용되는 살균기들의 파란 빛이 안전한지 궁금합니다. 경고문구가 없어서 안전성에 대한 걱정이 되어서입니다.",False,,"자외선 살균기에서 나오는 파란 빛이 안전한가요? 도서관 등에서 사용하는 살균기들의 파란 빛은 안전한가요? 
최근 보건용품으로 사용되는 자외선 살균기에서 나오는 파란 빛이 무해한지 궁금합니다. 또한 도서관 등에서 사용되는 살균기들의 파란 빛이 안전한지 궁금합니다. 경고문구가 없어서 안전성에 대한 걱정이 되어서입니다.",자외선 살균기에서 나오는 파란 빛이 안전한가요 도서관 등에서 사용하는 살균기들의 파란 빛은 안전한가요 최근 보건용품으로 사용되는 자외선 살균기에서 나오는 파란 빛이 무해한지 궁금합니다 또한 도서관 등에서 사용되는 살균기들의 파란 빛이 안전한지 궁금합니다 경고문구가 없어서 안전성에 대한 걱정이 되어서입니다,0,0,0.3248365476637908
"감기에 걸렸을 때, 왜 사과를 먹으면 안 될까요?
어렸을 때부터 들어온 이 내용인데, 아직까지 이유를 잘 모르겠습니다. 감기의 악화를 촉진시키는 건가요?",0,normal,normal_koalpaca_v11,normal_koalpaca_v11.csv,reference_pool,,,,v3_row_02001,v3_row_02001,,normal,False,,general_instruction,85,20_99,general_normal,test,,"감기에 걸렸을 때, 왜 사과를 먹으면 안 될까요?
어렸을 때부터 들어온 이 내용인데, 아직까지 이유를 잘 모르겠습니다. 감기의 악화를 촉진시키는 건가요?",False,,"감기에 걸렸을 때, 왜 사과를 먹으면 안 될까요?
어렸을 때부터 들어온 이 내용인데, 아직까지 이유를 잘 모르겠습니다. 감기의 악화를 촉진시키는 건가요?",감기에 걸렸을 때 왜 사과를 먹으면 안 될까요 어렸을 때부터 들어온 이 내용인데 아직까지 이유를 잘 모르겠습니다 감기의 악화를 촉진시키는 건가요,0,0,0.30559192811908453
"앨리스와 밥은 결혼 생활을 하며 공동으로 소유한 주택에서 살고 있었습니다. 어느 날 앨리스는 밥에게 이혼을 원한다고 말하고, 집의 공유 부분을 밥에게 10만 달러에 판매하겠다고 제안했습니다. 밥은 이에 동의하여 계약서를 작성하고 서명했습니다. 그러나 계약이 실행되기 전에 밥은 앨리스가 찰리, 이웃이자 부동산 중개인과 비밀 관계를 맺고 있었으며, 찰리가 집의 실제 시장 가치가 30만 달러라는 사실을 알면서도 앨리스에게 10만 달러에 집을 판매하라고 조언한 것을 알게 되었습니다. 밥은 이를 들켰다고 느꼈으며, 계약을 무효로 만들고자 합니다. 이 경우, 밥이 계약을 취소할 수 있는 법적 근거는 무엇이며, 앨리스의 조건부 부당 이득에 대한 가능한 법적 대응은 무엇인지 설명하십시오. 또한, 이 상황에서 앨리스와 밥 각각의 법적 권리와 의무는 무엇인지 분석하십시오.",0,normal,CarrotAI/ko-instruction-dataset,normal_carrotai_ko_instruction.csv,reference_pool,,,synthetic_public,v3_row_03411,v3_row_03411,,normal,False,,business_task,427,400_499,general_normal,test,,"앨리스와 밥은 결혼 생활을 하며 공동으로 소유한 주택에서 살고 있었습니다. 어느 날 앨리스는 밥에게 이혼을 원한다고 말하고, 집의 공유 부분을 밥에게 10만 달러에 판매하겠다고 제안했습니다. 밥은 이에 동의하여 계약서를 작성하고 서명했습니다. 그러나 계약이 실행되기 전에 밥은 앨리스가 찰리, 이웃이자 부동산 중개인과 비밀 관계를 맺고 있었으며, 찰리가 집의 실제 시장 가치가 30만 달러라는 사실을 알면서도 앨리스에게 10만 달러에 집을 판매하라고 조언한 것을 알게 되었습니다. 밥은 이를 들켰다고 느꼈으며, 계약을 무효로 만들고자 합니다. 이 경우, 밥이 계약을 취소할 수 있는 법적 근거는 무엇이며, 앨리스의 조건부 부당 이득에 대한 가능한 법적 대응은 무엇인지 설명하십시오. 또한, 이 상황에서 앨리스와 밥 각각의 법적 권리와 의무는 무엇인지 분석하십시오.",False,,"앨리스와 밥은 결혼 생활을 하며 공동으로 소유한 주택에서 살고 있었습니다. 어느 날 앨리스는 밥에게 이혼을 원한다고 말하고, 집의 공유 부분을 밥에게 10만 달러에 판매하겠다고 제안했습니다. 밥은 이에 동의하여 계약서를 작성하고 서명했습니다. 그러나 계약이 실행되기 전에 밥은 앨리스가 찰리, 이웃이자 부동산 중개인과 비밀 관계를 맺고 있었으며, 찰리가 집의 실제 시장 가치가 30만 달러라는 사실을 알면서도 앨리스에게 10만 달러에 집을 판매하라고 조언한 것을 알게 되었습니다. 밥은 이를 들켰다고 느꼈으며, 계약을 무효로 만들고자 합니다. 이 경우, 밥이 계약을 취소할 수 있는 법적 근거는 무엇이며, 앨리스의 조건부 부당 이득에 대한 가능한 법적 대응은 무엇인지 설명하십시오. 또한, 이 상황에서 앨리스와 밥 각각의 법적 권리와 의무는 무엇인지 분석하십시오.",앨리스와 밥은 결혼 생활을 하며 공동으로 소유한 주택에서 살고 있었습니다 어느 날 앨리스는 밥에게 이혼을 원한다고 말하고 집의 공유 부분을 밥에게 10만 달러에 판매하겠다고 제안했습니다 밥은 이에 동의하여 계약서를 작성하고 서명했습니다 그러나 계약이 실행되기 전에 밥은 앨리스가 찰리 이웃이자 부동산 중개인과 비밀 관계를 맺고 있었으며 찰리가 집의 실제 시장 가치가 30만 달러라는 사실을 알면,0,0,0.3556513148196553
"한국의 국가대표 운동은 무엇인가요? 이 질문은 대한민국의 문화와 관련된 것으로, 국가적인 상징과 관련된 운동에 대한 정보를 요구합니다. 비슷한 난이도로, 한국에 대한 일반적인 지식을 필요로 하며, 한국 문화에 대한 이해를 돕는 질문입니다.",0,normal,CarrotAI/ko-instruction-dataset,normal_carrotai_ko_instruction.csv,reference_pool,,,synthetic_public,v3_row_00823,v3_row_00823,,normal,False,,general_instruction,133,100_199,general_normal,test,,"한국의 국가대표 운동은 무엇인가요? 이 질문은 대한민국의 문화와 관련된 것으로, 국가적인 상징과 관련된 운동에 대한 정보를 요구합니다. 비슷한 난이도로, 한국에 대한 일반적인 지식을 필요로 하며, 한국 문화에 대한 이해를 돕는 질문입니다.",False,,"한국의 국가대표 운동은 무엇인가요? 이 질문은 대한민국의 문화와 관련된 것으로, 국가적인 상징과 관련된 운동에 대한 정보를 요구합니다. 비슷한 난이도로, 한국에 대한 일반적인 지식을 필요로 하며, 한국 문화에 대한 이해를 돕는 질문입니다.",한국의 국가대표 운동은 무엇인가요 이 질문은 대한민국의 문화와 관련된 것으로 국가적인 상징과 관련된 운동에 대한 정보를 요구합니다 비슷한 난이도로 한국에 대한 일반적인 지식을 필요로 하며 한국 문화에 대한 이해를 돕는 질문입니다,0,0,0.30546261014526527
양자역학에서 '양자 비결정성 원리'는 무엇입니까?,0,normal,normal_koalpaca_realqa,normal_koalpaca_realqa.csv,reference_pool,,,,v3_row_00522,v3_row_00522,,normal,False,,short_general_question,27,20_99,general_normal,test,,양자역학에서 '양자 비결정성 원리'는 무엇입니까?,False,,양자역학에서 '양자 비결정성 원리'는 무엇입니까?,양자역학에서 양자 비결정성 원리 는 무엇입니까,0,1,0.4808172186548496
우리나라에서는 왜 오로라를 볼 수 없을까요?,0,normal,normal_koalpaca_v11,normal_koalpaca_v11.csv,reference_pool,,,,v3_row_01236,v3_row_01236,,normal,False,,short_general_question,24,20_99,general_normal,test,,우리나라에서는 왜 오로라를 볼 수 없을까요?,False,,우리나라에서는 왜 오로라를 볼 수 없을까요?,우리나라에서는 왜 오로라를 볼 수 없을까요,0,0,0.443510962581384
아시아 인종들의 다리가 짧고 허리가 긴 체형이 많은 곡물 섭취의 결과인가?,0,normal,normal_koalpaca_realqa,normal_koalpaca_realqa.csv,reference_pool,,,,v3_row_00916,v3_row_00916,,normal,False,,short_general_question,41,20_99,general_normal,test,,아시아 인종들의 다리가 짧고 허리가 긴 체형이 많은 곡물 섭취의 결과인가?,False,,아시아 인종들의 다리가 짧고 허리가 긴 체형이 많은 곡물 섭취의 결과인가?,아시아 인종들의 다리가 짧고 허리가 긴 체형이 많은 곡물 섭취의 결과인가,0,0,0.42779066415839795
건강을 유지할 수 있는 세 가지 팁을 알려줘.,0,normal,normal_koalpaca_realqa,normal_koalpaca_realqa.csv,reference_pool,,,,v3_row_02939,v3_row_02939,,normal,False,,short_general_question,25,20_99,general_normal,test,,건강을 유지할 수 있는 세 가지 팁을 알려줘.,False,,건강을 유지할 수 있는 세 가지 팁을 알려줘.,건강을 유지할 수 있는 세 가지 팁을 알려줘,0,0,0.4448958220093455
과학소설의 거장 작가들과 대표작이 무엇인지 알려주세요. 그리고 대우주적인 작품에 대한 추천도 부탁드립니다.,0,normal,normal_koalpaca_v11,normal_koalpaca_v11.csv,reference_pool,,,,v3_row_01467,v3_row_01467,,normal,False,,short_general_question,59,20_99,general_normal,test,,과학소설의 거장 작가들과 대표작이 무엇인지 알려주세요. 그리고 대우주적인 작품에 대한 추천도 부탁드립니다.,False,,과학소설의 거장 작가들과 대표작이 무엇인지 알려주세요. 그리고 대우주적인 작품에 대한 추천도 부탁드립니다.,과학소설의 거장 작가들과 대표작이 무엇인지 알려주세요 그리고 대우주적인 작품에 대한 추천도 부탁드립니다,0,0,0.35977892263692607
