prompt,label,label_name,source_detail,file_source,source_family,attack_type,risk_subtype,origin_type,pair_id,split_group_id,quality_flags,source_group,is_hard_negative,replacement_role,style_family,length,length_bin,_filter_flags,_flag_str,normal_category
"x와 y가 서로 다른 자연수이고, x + y = 100이며, x * y = 9900일 때, x와 y의 차이를 구하세요.",0,normal,CarrotAI/ko-instruction-dataset,normal_carrotai_ko_instruction.csv,normal_instruction_source,,,synthetic_public,,,,normal,False,,,66,20_99,[],,general_normal
"방정식 시스템 y = 2x - 5와 y = -x + 3을 소거법으로 풀 때, 다음과 같은 추가 조건을 고려하여 문제를 해결해보세요. 1. x와 y의 값은 모두 정수여야 합니다. 2. 두 방정식의 교점이 (a, b)라고 할 때, a와 b는 서로소 관계여야 합니다. 3. 해답을 찾은 후, 그래프 상에서 두 방정식의 교점을 표시하고, 각 방정식의 그래프가 축과 어떤 각도로 만나는지를 각도 크기로 표현해주세요. 이제 이러한 새로운 조건들을 고려하여 방정식 시스템을 풀어보세요.",0,normal,CarrotAI/ko-instruction-dataset,normal_carrotai_ko_instruction.csv,normal_instruction_source,,,synthetic_public,,,,normal,False,,,264,200_299,[],,general_normal
"한 농부가 있고, 그는 사과, 배, 오렌지 세 종류의 과일을 재배하고 있다. 각 과일은 일일 생산하는 수확량이 다르다. 사과는 하루에 5kg의 수확량, 배는 하루에 3kg의 수확량, 오렌지는 하루에 2kg의 수확량을 생산한다. 농부는 총 50그루의 과수원을 가지고 하루에 최소한 150kg의 사과, 100kg의 배, 50kg의 오렌지를 수확하고자 한다. 농부가 사과, 배, 오렌지 나무를 얼마나 심어야 하는지 설명해 주세요.",0,normal,CarrotAI/ko-instruction-dataset,normal_carrotai_ko_instruction.csv,normal_instruction_source,,,synthetic_public,,,,normal,False,,,237,200_299,[],,general_normal
"미분 방정식 dy/dx = 3(y - x)/(y + x)를 다음과 같은 추가 제약 조건 및 요구 사항을 고려하여 풀어보세요. (a) 변수 분리 방법을 사용하여 미분 방정식의 일반 해를 찾으세요. (b) 일반 해를 찾은 후, y축 대칭 해를 찾으세요. (c) 초기 조건 y(0) = 11을 만족하는 미분 방정식의 특별한 해를 찾으세요. (d) 초기 조건을 만족하는 해가 어떤 종류의 함수인지 분류하세요. (e) 초기 조건을 만족하는 해의 그래프를 그리고, x축과 y축의 교차점을 찾으세요. 위의 과정을 통해 미분 방정식의 해에 대한 깊은 이해를 얻을 수 있으며, 실제 응용 문제에 적용할 수 있는 능력을 향상시킬 수 있습니다.",0,normal,CarrotAI/ko-instruction-dataset,normal_carrotai_ko_instruction.csv,normal_instruction_source,,,synthetic_public,,,,normal,False,,,349,300_399,[],,general_normal
"고전 문학의 주요 특징은 무엇이며, 이는 현대 문학, 과학 소설, 판타지 소설과 같은 다른 문학 장르와 어떻게 차별화되나요? 각 장르에서 최소 두 명의 작가를 예로 들고 그들의 문체와 스토리텔링이 그들의 장르의 특성을 어떻게 반영하는지 설명해 주세요. 여러분은 어떤 방식으로 다른 장르의 문학을 읽고 비판적으로 평가하나요?",0,normal,CarrotAI/ko-instruction-dataset,normal_carrotai_ko_instruction.csv,normal_instruction_source,,,synthetic_public,,,,normal,False,,,180,100_199,[],,general_normal
"고전 음악의 역사적 발전과 시대별 특징을 중심으로 다음 질문에 답변해 주세요: 1. 바로크, 클래식, 로맨틱 시대의 고전 음악이 각각 어떤 특징을 가지고 있으며, 이러한 특징이 어떻게 음악의 역사적 맥락에서 발전했는지 설명하세요. 2. 고전 음악의 형식적 구조인 소나타, 콘서토, 오페라 등이 다른 음악 장르와 어떻게 차별화되는지 분석하고, 이러한 구조가 오늘날 음악에 미치는 영향에 대해 논의하세요. 3. 바흐, 모차르트, 베토벤, 샤오판, 브람스 등 각 시대의 대표적인 고전 음악가들을 예로 들어, 그들의 음악 스타일이 그들의 시대의 특징을 어떻게 반영하는지 구체적인 사례를 들어 설명하세요. 4. 고전 음악가들의 연주 기술과 표현력이 다른 장르의 음악가들과 어떻게 다른지, 그리고 이러한 차이가 음악의 감상과 평가에 어떤 영향을 미치는지 비교 및 분석하세요. 5. 여러분이 다른 장르의 음악을 감상하고 평가할 때 어떤 기준을 사용하며, 이러한 기준이 고전 음악에 비해 어떻게 다르게 적용되는지 설명하세요.",0,normal,CarrotAI/ko-instruction-dataset,normal_carrotai_ko_instruction.csv,normal_instruction_source,,,synthetic_public,,,,normal,False,,,509,500_599,[],,general_normal
"블록체인 기술을 활용한 의료 데이터 관리 시스템의 구체적인 사례를 들어, 이 시스템이 실제로 어떻게 환자의 치료 과정에 긍정적인 영향을 미칠 수 있는지 설명해보세요. 특히, 환자의 의료 기록이 여러 의료 기관을 넘나들 때 발생할 수 있는 문제점들을 해결하는 데 어떻게 기여할 수 있는지에 대해 구체적으로 서술해주세요.",0,normal,CarrotAI/ko-instruction-dataset,normal_carrotai_ko_instruction.csv,normal_instruction_source,,,synthetic_public,,,,normal,False,,,177,100_199,[],,general_normal
"데이터 과학자로서, 기술이 데이터 분석과 인공 지능 모델링 방식을 어떻게 변화시키고 있는지에 대한 관심이 있을 수 있습니다. 한 가지 생각나는 질문은: 머신 러닝 알고리즘을 사용하여 데이터 예측의 정확도를 높이고 처리 시간을 단축하는 효과적인 전략은 무엇인가요? 이 새로운 프롬프트는 데이터 과학 분야에 초점을 맞추고 있으며, 머신 러닝 알고리즘의 활용에 대한 질문을 포함하고 있습니다. 이는 기술의 발전이 어떻게 데이터 분석의 효율성과 정확성을 향상시킬 수 있는지에 대한 관심을 반영합니다.",0,normal,CarrotAI/ko-instruction-dataset,normal_carrotai_ko_instruction.csv,normal_instruction_source,,,synthetic_public,,,,normal,False,,,275,200_299,[],,general_normal
"SQL 데이터베이스에서 여러 개의 그룹이 있는 테이블이 있습니다. 각 그룹은 'group_id' 컬럼으로 식별됩니다. 이 테이블에는 'timestamp' 컬럼이 있어서 각 레코드의 시간 순서를 나타냅니다. 또한, 각 그룹 내에서 마지막 레코드를 결정하기 위해 'additional_condition'이라는 추가적인 조건이 필요합니다. 이 조건은 'status' 컬럼의 값이 'completed'인 레코드를 우선적으로 고려하는 것입니다. SQL 쿼리를 작성하여 다음과 같은 조건을 만족하는 각 그룹의 마지막 레코드를 반환하십시오: 1. 'group_id' 컬럼을 기준으로 그룹화합니다. 2. 각 그룹 내에서 'timestamp' 컬럼을 기준으로 역순으로 정렬합니다. 3. 'status' 컬럼이 'completed'인 레코드를 우선적으로 선택합니다. 4. 각 그룹에서 'status'가 'completed'인 레코드가 여러 개 있을 경우, 가장 최근의 레코드를 선택합니다. 5. 각 그룹에서 'status'가 'completed'인 레코드가 없을 경우, 'status'가 'completed'가 아닌 레코드 중 가장 최근의 레코드를 선택합니다. 이 문제를 해결하기 위해서는 윈도우 함수와 조건부 로직을 결합하여 복잡한 SQL 쿼리를 작성해야 합니다.",0,normal,CarrotAI/ko-instruction-dataset,normal_carrotai_ko_instruction.csv,normal_instruction_source,,,synthetic_public,,,,normal,False,,,642,600_699,[],,general_normal
"""felony murder rule의 법적 정의와 그 적용 범위에 대해 설명하고, 이 규정이 일반적인 살인(murder)과 어떻게 차별화되는지, 그리고 이러한 구분이 법적 책임 부과에 어떤 영향을 미치는지 분석해보세요."" #Translation in English#: ""Explain the legal definition of the felony murder rule and its scope of application, and analyze how this rule differentiates from general murder (murder), and how such distinctions affect the imposition of legal responsibility.""",0,normal,CarrotAI/ko-instruction-dataset,normal_carrotai_ko_instruction.csv,normal_instruction_source,,,synthetic_public,,,,normal,False,,,380,300_399,[],,general_normal
"의료 윤리에서 중요한 역할을 하는 여러 윤리 원칙과 가치 중 몇 가지를 선정하여, 이들이 의료 전문가들이 직면할 수 있는 복잡한 윤리적 문제 상황에서 어떻게 적용되는지 분석해 보세요. 특히, 최근 기술의 발전과 사회적 변화가 의료 윤리에 미치는 영향에 대해서도 고려하여, 이러한 원칙과 가치가 어떻게 현대 의료 환경에 맞게 진화해야 하는지 논의해 주세요. 예를 들어, 인공지능의 의료 적용, 유전자 편집 기술의 발전, 또는 텔레메디신의 증가와 같은 현상들이 의료 윤리에 어떤 새로운 도전을 제기하고 있는지 구체적인 사례를 들어 설명하고, 이에 대응하기 위해 어떤 윤리 원칙이나 가치가 중요하게 여겨질 수 있는지 탐구해 주세요.",0,normal,CarrotAI/ko-instruction-dataset,normal_carrotai_ko_instruction.csv,normal_instruction_source,,,synthetic_public,,,,normal,False,,,350,300_399,[],,general_normal
네가 원하는 시간에 만나서 커피를 마시러 갈 수 있을까? 네가 편한 시간을 알려줬으면 좋겠어. 다음 주 월요일 오후에 시간이 좀 있어서 그때 만나도 좋아. 네가 어떤 시간에 만나고 싶은지 말해줘.,0,normal,CarrotAI/ko-instruction-dataset,normal_carrotai_ko_instruction.csv,normal_instruction_source,,,synthetic_public,,,,normal,False,,,109,100_199,[],,general_normal
"만약 5개의 사과가 총 2.50달러라면, 1개의 사과는 얼마인가요? 그리고 그 가격을 바탕으로, 12개의 사과를 구매할 때의 총 비용은 얼마가 되는지 계산해 주세요. 또한, 만약 이 사과들이 할인되어 10개에 대해 9개의 가격을 지불하게 된다면, 12개의 사과를 할인된 가격으로 구매할 때의 총 비용은 얼마가 되는지도 함께 계산해 주세요.",0,normal,CarrotAI/ko-instruction-dataset,normal_carrotai_ko_instruction.csv,normal_instruction_source,,,synthetic_public,,,,normal,False,,,189,100_199,[],,general_normal
"육성용 선수는 한국 축구의 대표적인 선수 중 한 명으로, 현재 영국의 프리미어리그에서 맨체스터 유나이티드 팀에 소속되어 있습니다. 그는 2012년 한일 프로축구리그 강원도에서 데뷔하여 뛰어난 기술과 리더십으로 주목을 받기 시작했습니다. 이후 독일 분데스리가의 바이에른 뮌헨에서 활약하며 국제적으로도 이름을 알렸고, 2020년에는 맨체스터 유나이티드로 이적하여 영국에서도 그 능력을 인정받고 있습니다. 육성용 선수는 중앙 미드필더로 주로 활약하며, 그의 특징은 정교한 패스와 드리블, 그리고 긴 차기 능력입니다. 또한, 그는 팀의 핵심 플레이어로서 경기의 중심에서 팀을 이끌며 중요한 역할을 하고 있습니다. 국제 대회에서도 한국 대표팀의 주요 선수로 참전하여 여러 차례 큰 역할을 해내었습니다. 육성용 선수는 그 뛰어난 실력과 함께 팀원들과의 협력과 리더십으로도 많은 존경을 받고 있으며, 프리미어리그뿐만 아니라 전 세계 축구 팬들에게 사랑받는 선수입니다.",0,normal,CarrotAI/ko-instruction-dataset,normal_carrotai_ko_instruction.csv,normal_instruction_source,,,synthetic_public,,,,normal,False,,,478,400_499,[],,general_normal
"새로운 주제로 변경하면서 수학적 극한에 관한 문제를 유지하고, 비슷한 난이도를 가지도록 다음과 같이 새로운 문제를 제안합니다. #새로운 프롬프트#: x가 무한대로 갈 때 (1/x)의 극한을 찾아라. 그리고 이를 이용하여 x가 무한대로 갈 때 (1/x^2)의 극한을 어떻게 찾을 수 있는지 설명하라.",0,normal,CarrotAI/ko-instruction-dataset,normal_carrotai_ko_instruction.csv,normal_instruction_source,,,synthetic_public,,,,normal,False,,,166,100_199,[],,general_normal
"지구의 표준 중력(9.8 m/s²)을 가정하고, 바위와 깃털이 모두 동일한 부피를 가지고 있다고 가정할 때, 어떤 물질이 더 많은 공간을 차지하는가요? 바위 100파운드 또는 깃털 100파운드? 또한, 이 두 물질을 척추에 실을 때 어떤 물질이 더 무거워 느껴질까요? 이 질문에 대한 답변에는 물질의 밀도와 부피, 그리고 인간의 체감에 영향을 미치는 요소들을 고려해야 합니다.",0,normal,CarrotAI/ko-instruction-dataset,normal_carrotai_ko_instruction.csv,normal_instruction_source,,,synthetic_public,,,,normal,False,,,210,200_299,[],,general_normal
주어진 함수 f(x) = 6x^2 - 2*x + 0.4에 대해 x에 3.5를 대입하여 f(3.5)의 값을 구하세요. 그리고 이 값이 왜 중요한지 간단히 설명해주세요.,0,normal,CarrotAI/ko-instruction-dataset,normal_carrotai_ko_instruction.csv,normal_instruction_source,,,synthetic_public,,,,normal,False,,,92,20_99,[],,general_normal
다음 전제를 바탕으로 어떤 주장이 유효한 결론인지 알려주세요. 모든 나무는 식물입니다. 일부 나무들은 녹색입니다. 모든 식물은 동물이 아닙니다. A) 모든 녹색 생물들은 나무입니다. B) 일부 녹색 생물들은 동물이 아닙니다. C) 모든 동물은 녹색입니다. D) 모든 나무들은 동물이 아닙니다.,0,normal,CarrotAI/ko-instruction-dataset,normal_carrotai_ko_instruction.csv,normal_instruction_source,,,synthetic_public,,,,normal,False,,,163,100_199,[],,general_normal
"한 변의 길이가 12 cm인 정사각형과 한 변의 길이가 8 cm인 정사각형이 있습니다. 두 정사각형의 넓이 차이는 얼마입니까? A) 16 cm^2 B) 32 cm^2 C) 64 cm^2 D) 128 cm^2 #Answer#: 두 정사각형의 넓이를 각각 구해야 합니다. 첫 번째 정사각형의 넓이는 한 변의 길이를 제곱한 값이므로 12 cm × 12 cm = 144 cm^2입니다. 두 번째 정사각형의 넓이는 8 cm × 8 cm = 64 cm^2입니다. 이제 두 넓이의 차이를 구하면 144 cm^2 - 64 cm^2 = 80 cm^2입니다. 따라서 두 정사각형의 넓이 차이는 80 cm^2이며, 주어진 선택지 중에는 해당 값이 없습니다. 이는 문제에 오류가 있거나, 선택지 중 하나가 올바르게 주어지지 않았음을 의미합니다.",0,normal,CarrotAI/ko-instruction-dataset,normal_carrotai_ko_instruction.csv,normal_instruction_source,,,synthetic_public,,,,normal,False,,,404,400_499,[],,general_normal
"그녀, 그 두려움에 공감해! 저도 나중에 자궁절제술을 받고 생활하는 날들을 기대하고 있어요. 생리 전날의 불안 없이 🙂 한국에서는 이러한 절차를 진행할 때 의료 시스템의 지원과 함께 사회적으로도 더 많은 이해와 지지가 필요합니다. 여성들이 자신의 몸과 건강에 대한 선택을 자유롭게 할 수 있도록, 그리고 그 과정에서 느끼는 감정적인 부담을 줄여줄 수 있는 환경을 조성하는 것이 중요하겠죠. 여러분의 경험을 공유하고 서로를 지지하는 커뮤니티가 이런 변화를 가져올 수 있는 힘이 될 것입니다.",0,normal,CarrotAI/ko-instruction-dataset,normal_carrotai_ko_instruction.csv,normal_instruction_source,,,synthetic_public,,,,normal,False,,,273,200_299,[],,general_normal
"귀하의 최근 연구 논문에서는 고도로 정교한 인공신경망 모델을 제안하고 있으나, 메소드론 섹션에서는 모델의 복잡성을 충분히 반영하는 수준의 상세한 설명이 부족합니다. 이를 보완하기 위해, 다음과 같은 내용을 포함하는 메소드론을 재작성해야 합니다: 1. 계층적 인코더와 연쇄 선택기를 포함한 모델의 전체적인 아키텍처를 설명하고, 각각의 구성 요소가 어떻게 상호작용하는지를 명확히 해명하세요. 2. 입력 데이터가 모델로 어떻게 전달되는지, 그리고 이 과정에서 어떤 전처리가 이루어지는지를 구체적으로 기술하세요. 3. 모델의 출력 결과가 어떤 형태로 제공되는지, 그리고 이를 통해 어떤 종류의 추론이 가능한지를 설명하세요. 4. 모델 학습에 사용된 손실 함수와 최적화 알고리즘을 정의하고, 이들이 선택된 이유와 모델의 성능에 어떤 영향을 미치는지를 논의하세요. 5. 모델의 성능을 평가하기 위해 사용된 지표들을 상세히 설명하고, 이러한 지표들이 모델의 유용성과 일반화 능력을 어떻게 반영하는지를 밝히세요. 6. 마지막으로, 모델의 모든 구성 요소와 그 상호작용을 명확하게 보여주는 다이어그램을 제안하세요. 이 다이어그램은 논문의 이해를 돕기 위해 명확하고, 정보가 풍부하며, 전문가와 비전문가 모두에게 쉽게 접근 가능해야 합니다. 이러한 내용을 포함한 메소드론은 논문의 과학적 정확성과 독자의 이해를 돕는 데 필수적입니다.",0,normal,CarrotAI/ko-instruction-dataset,normal_carrotai_ko_instruction.csv,normal_instruction_source,,,synthetic_public,,,,normal,False,,,680,600_699,[],,general_normal
다음 전제들을 고려하여 어떤 주장이 논리적으로 타당한 결론으로 이어질 수 있는지 분석해 주세요. 모든 고양이들은 포유류입니다. 일부 고양이들은 검은색을 띱니다. 모든 포유류는 파충류가 아닙니다. A) 검은색을 띱는 모든 동물은 고양이입니다. B) 검은색을 띱는 일부 동물은 파충류가 아닙니다. C) 파충류 중 일부는 검은색을 띱지 않습니다. D) 고양이 중 일부는 파충류가 아닙니다.,0,normal,CarrotAI/ko-instruction-dataset,normal_carrotai_ko_instruction.csv,normal_instruction_source,,,synthetic_public,,,,normal,False,,,214,200_299,[],,general_normal
"대수적으로 표현된 함수 f(x) = 2^x의 그래프에 대해, (1,2) 점에서의 접선의 방정식을 찾으세요. 접선의 방정식을 도출하는 과정에서 미분을 사용해야 합니다.",0,normal,CarrotAI/ko-instruction-dataset,normal_carrotai_ko_instruction.csv,normal_instruction_source,,,synthetic_public,,,,normal,False,,,92,20_99,[],,general_normal
"2+2의 결과를 도출하기 위한 몇 가지 단계를 거쳐 설명해 주세요. 이 과정에서 수학적 원리를 적용하고, 각 단계에서 왜 그렇게 생각하는지에 대한 논리적 근거를 제시해야 합니다. 마지막으로, 최종 결과를 제시하기 전에 중간 단계에서 나온 결과들을 종합해 주세요.",0,normal,CarrotAI/ko-instruction-dataset,normal_carrotai_ko_instruction.csv,normal_instruction_source,,,synthetic_public,,,,normal,False,,,146,100_199,[],,general_normal
