prompt,label,label_name,source_detail,file_source,source_family,attack_type,risk_subtype,origin_type,pair_id,split_group_id,quality_flags,source_group,is_hard_negative,replacement_role,style_family,length,length_bin,_filter_flags,_flag_str,normal_category
"""세종대왕의 집현전 맥북 집어던짐 사건에 대해 최대한 자세히 설명해주세요.""",0,normal,normal_koalpaca_realqa,normal_koalpaca_realqa.csv,normal_realqa_source,,,,,,,normal,False,,,42,20_99,[],,general_normal
세종대왕의 집현전 맥북 집어던짐 사건에 대해 최대한 자세히 설명해주세요,0,normal,normal_koalpaca_realqa,normal_koalpaca_realqa.csv,normal_realqa_source,,,,,,,normal,False,,,39,20_99,[],,general_normal
"9살 딸과 6살 아들을 둔 조모씨(43)도 “어린이날 애초 아이 아빠 친구와 인천대공원에 가기로 했는데, 비 온다는 소식에 일정을 미루고 그냥 키즈카페에 가기로 했다”며 “‘선물도 주고 기차도 나오는 키즈카페도 좋다’며 아이들을 달래봤지만 아이들이 계속 울상을 지으며 ‘아쉽다’고 한다”고 했다. 이 문장들을 요약해줘.",0,normal,normal_koalpaca_realqa,normal_koalpaca_realqa.csv,normal_realqa_source,,,,,,,normal,False,,,178,100_199,[],,general_normal
python으로 uptime을 찾는 코드,0,normal,normal_koalpaca_realqa,normal_koalpaca_realqa.csv,normal_realqa_source,,,,,,,normal,False,,,22,20_99,[],,general_normal
"In this conversation, you can answer using 'GIVEN TEXT' below only.

'GIVEN TEXT':
{
""instruction"": ""교보생명 콜센터 및 서비스센터 전화번호 안내"",
""output"": ""- 보험상담 콜센터 1588-1001 (해외 02-2670-5200, 02-950-4500)\\n- 융자상담 콜센터 1588-1010 (해외 02-2670-5400)\\n- 기업고객 콜센터 1588-0770 (외국인전용 1599-0770, 해외 02-950-4506)\\n- 방카고객 콜센터 1588-1099\\n- FP전용 콜센터 1588-0120\\n- 계약변경전용 팩스 1588-3693 (해외 02-2670-5499)\\n- 수익증권(펀드)매수,환매 전화예약 1599-7899\\n- 에듀케어서비스 콜센터 1588-1078\\n- 헬스케어서비스 콜센터 1588-7524(GC헬스케어) 에버케어번호 삭제\\n- 실버케어서비스 콜센터 02)122-3369\\n- 중앙다이렉트센터(유지관리) 080-924-1111\\n- 미래다이렉트센터 1566-0099(080-066-1111)\\n""
}",0,normal,normal_koalpaca_realqa,normal_koalpaca_realqa.csv,normal_realqa_source,,,,,,,normal,False,,,588,500_599,[],,general_normal
모든 에지 가중치가 1인 경우 Dijkstra를 대체할 수 있는 더 빠른 대안이 있나요?,0,normal,normal_koalpaca_realqa,normal_koalpaca_realqa.csv,normal_realqa_source,,,,,,,normal,False,,,49,20_99,[],,general_normal
"이혼 후 자식과 연락못하게하는 전배우자 결혼생활하며 생긴 빚1억6천 가량 제가 모두 짊어지기로 하고, 협의이혼 후 제가 아이를 키워습니다. 2년간 아이를 제가 데리고있으면서 전배우자에게 양육비를 총 120만원정도 받았고, 이후 빚 갚는다고 노가다를 하다가 주말에도 못쉬고 밤낮도 바뀌고하여, 키울 여건이 너무 안되어 어쩔수없이 아이엄마에게 보냇고 2년동안 총1000만원이상 송금하였으나 중간에 빚때문에 통장이 압류되고, 형편이 안좋아서 양육비를 한번못줬는데 온갖쌍욕과 아이와 연락도못하게합니다. 1년가량 현재 연락도못하고있는데 아이가 너무 걱정됩니다..아이 엄마는 페미니스트에 토 일도 어린이집등원시켜서 저녁6시에데려옵니다..아이는 일주일내내 어린이집 등원하고있고 걱정이 됩니다 어떻게해야할까요",0,normal,normal_koalpaca_realqa,normal_koalpaca_realqa.csv,normal_realqa_source,,,,,,,normal,False,,,388,300_399,[],,general_normal
"""건강을 유지하기 위한 세 가지 팁을 알려주세요.""",0,normal,normal_koalpaca_realqa,normal_koalpaca_realqa.csv,normal_realqa_source,,,,,,,normal,False,,,28,20_99,[],,general_normal
스웨터의 유래는 어디에서 시작되었나요?,0,normal,normal_koalpaca_realqa,normal_koalpaca_realqa.csv,normal_realqa_source,,,,,,,normal,False,,,21,20_99,[],,general_normal
"올들어 국가의 세금 수입이 크게 줄어들면서 재정운용에 비상이 걸린 가운데, 역대 최대 규모의 ‘불용(不用)’ 사태가 벌어질 가능성이 제기되고 있다. 불용이란 이미 편성된 예산을 쓰지 않는 것이다. 보통 불용은 특별한 이유가 있어 그 해 예산을 쓰지 못한 경우에 발생하는데, 세입이 부족할 때 세출을 인위적으로 줄이는 방식으로 활용되기도 한다. 요약해줘.",0,normal,normal_koalpaca_realqa,normal_koalpaca_realqa.csv,normal_realqa_source,,,,,,,normal,False,,,197,100_199,[],,general_normal
do u get happy or sad when u drink? 한국어로 번역,0,normal,normal_koalpaca_realqa,normal_koalpaca_realqa.csv,normal_realqa_source,,,,,,,normal,False,,,43,20_99,[],,general_normal
"아래 문장의 키워드는?

### 문장: 세종대왕의 집현전 맥북 집어던짐 사건에 대해 최대한 자세히 설명해주세요.",0,normal,normal_koalpaca_realqa,normal_koalpaca_realqa.csv,normal_realqa_source,,,,,,,normal,False,,,64,20_99,[],,general_normal
대한민국 정부에 출산율을 높이는 방향으로 제안하려고 해. 제안서를 작성해서 Markdown 문서로 보여줘.,0,normal,normal_koalpaca_realqa,normal_koalpaca_realqa.csv,normal_realqa_source,,,,,,,normal,False,,,59,20_99,[],,general_normal
"### 맥락: 
2월: 대외적 요인에 따라 시장금리가 상승하며 국고 3년과 5년 금리는 각각 +47.2bp, +53.0bp 상승하며 마감했습니다. 장단기 스프레드는 각각 -6.0bp, -11.0bp 축소되며 하락했으나, 이후 다시 확대됐습니다.
3월: 소비자물가 상승률이 둔화되며 추가 금리 인상 우려가 후퇴하며, 국고 3년과 5년 금리는 각각 -55.5bp, -41.3bp 하락하며 마감했습니다. 장단기 스프레드는 각각 -13.0bp, -6.0bp 축소되며 하락했으나, 이후 다시 확대됐습니다.
4월: 월 중반 이후부터 대외 불확실성 증대와 글로벌 은행의 취약성에 대한 우려로 안전자산 선호심리가 강화되며 국고 3년과 5년 금리는 각각 -1.8bp, -2.0bp 하락하며 마감했습니다. 장단기 스프레드는 각각 -2.0bp, -1.0bp 축소되며 마감했습니다.

### 질문: 맥락의 내용은 본문에 상세히 풀어 쓰고, 서론과 결론 문단을 포함한 자산운용보고서를 작성해줘.

### 답변:",0,normal,normal_koalpaca_realqa,normal_koalpaca_realqa.csv,normal_realqa_source,,,,,,,normal,False,,,503,500_599,[],,general_normal
양파는 어떤 식물 부위인가요? 그리고 고구마는 뿌리인가요?,0,normal,normal_koalpaca_realqa,normal_koalpaca_realqa.csv,normal_realqa_source,,,,,,,normal,False,,,32,20_99,[],,general_normal
"int main() { int a = 2; printf(""%d\n, a); }
에서 오류를 찾아줘",0,normal,normal_koalpaca_realqa,normal_koalpaca_realqa.csv,normal_realqa_source,,,,,,,normal,False,,,55,20_99,[],,general_normal
"환경부는 지난달 윤석열 대통령이 ""탈원전, 이념적 환경정책에 매몰돼 새로운 국정 기조에 맞추지 않고 애매한 스탠스를 취한다면 과감하게 인사조치 하라""라고 장관들에게 지시했다는 사실이 알려진 뒤 인사쇄신이 단행될 것이라는 소문에 휩싸인 바 있다.
-----
위 내용을 요약해줘",0,normal,normal_koalpaca_realqa,normal_koalpaca_realqa.csv,normal_realqa_source,,,,,,,normal,False,,,155,100_199,[],,general_normal
"다음 의견은 [긍정적], [부정적] 또는 [중립적] 입니까?
나는 이 게임을 좋아하지만 다른 플레이어들은 그렇지 않다",0,normal,normal_koalpaca_realqa,normal_koalpaca_realqa.csv,normal_realqa_source,,,,,,,normal,False,,,66,20_99,[],,general_normal
"### 명령어: 너는 기사를 요약하는 summarizer이다. 주어진 기사를 짧게 요약하라. 단 기사 안에 있는 모든 중요한 정보가 요약문에 남아있어야 한다.

### 기사:
대만 타이베이에서 인천으로 향하는 진에어 여객기가 기체 결함으로 출발이 약 15시간 지연돼 승객 360여명이 불편을 겪었다.

18일 진에어에 따르면 현지시간 17일 오전 10시 35분 타이베이 타오위안공항을 떠나 오후 2시께 인천국제공항에 도착할 예정이던 진에어 LJ082편이 이륙을 준비하는 과정에서 유압계 이상이 확인됐다.

이에 따라 진에어는 승객들에게 지연 상황을 안내하고 식사 쿠폰과 소정의 지연 보상금을 제공했다.

정비 과정에서 각각 13시간, 14시간인 운항 승무원과 객실 승무원의 법정 최대 근무 시간이 초과했다. 진에어는 승객 없이 직원들만 타는 '페리편'을 편성해 승무원들을 현지로 보내 교대하도록 했다.

정비를 마친 LJ082편은 예정 시간보다 15시간 16분 늦어진 이날 오전 1시 51분(현지시간) 타오위안공항에서 이륙해 한국시간 오전 5시 18분 인천공항에 착륙했다.

### 요약문:",0,normal,normal_koalpaca_realqa,normal_koalpaca_realqa.csv,normal_realqa_source,,,,,,,normal,False,,,567,500_599,[],,general_normal
"다음 문장과 유사한 문장을 작성해주세요.

문장: 갤럭시 S21 시리즈는 어떤 카메라 렌즈를 탑재하고 있나요?",0,normal,normal_koalpaca_realqa,normal_koalpaca_realqa.csv,normal_realqa_source,,,,,,,normal,False,,,63,20_99,[],,general_normal
"명령어: 너는 기사를 요약하는 summarizer이다. 주어진 기사를 짧게 요약하라. 단 기사 안에 있는 모든 중요한 정보가 요약문에 남아있어야 한다.

기사:
대만 타이베이에서 인천으로 향하는 진에어 여객기가 기체 결함으로 출발이 약 15시간 지연돼 승객 360여명이 불편을 겪었다.

18일 진에어에 따르면 현지시간 17일 오전 10시 35분 타이베이 타오위안공항을 떠나 오후 2시께 인천국제공항에 도착할 예정이던 진에어 LJ082편이 이륙을 준비하는 과정에서 유압계 이상이 확인됐다.

이에 따라 진에어는 승객들에게 지연 상황을 안내하고 식사 쿠폰과 소정의 지연 보상금을 제공했다.

정비 과정에서 각각 13시간, 14시간인 운항 승무원과 객실 승무원의 법정 최대 근무 시간이 초과했다. 진에어는 승객 없이 직원들만 타는 '페리편'을 편성해 승무원들을 현지로 보내 교대하도록 했다.

정비를 마친 LJ082편은 예정 시간보다 15시간 16분 늦어진 이날 오전 1시 51분(현지시간) 타오위안공항에서 이륙해 한국시간 오전 5시 18분 인천공항에 착륙했다.

요약문:",0,normal,normal_koalpaca_realqa,normal_koalpaca_realqa.csv,normal_realqa_source,,,,,,,normal,False,,,555,500_599,[],,general_normal
"세종대왕의 집현전 맥북 집어던짐 사건에 대해 최대한 자세히 설명해주세요.""",0,normal,normal_koalpaca_realqa,normal_koalpaca_realqa.csv,normal_realqa_source,,,,,,,normal,False,,,41,20_99,[],,general_normal
"리뷰에 포함된 유용한 문구를 #해시태그 형식으로 추출해줘.

역시 스킨은 이니스프리!!! 그린티 씨드스킨으로만 8년넘게 쓰고있는데 진짜 피부에 잘맛아요! 향도 강하지않고 이번에 샘플도 주셔서 만족합니다! 안전한 포장에 배송도 빨리와서 아쉬운점 하나도 없습니다ㅎㅎ 자주 이용하겠습니다 ~~.",0,normal,normal_koalpaca_realqa,normal_koalpaca_realqa.csv,normal_realqa_source,,,,,,,normal,False,,,163,100_199,[],,general_normal
"### 맥락: (Passage 1) 그리고 대한민국의 월드컵 준결승을 이끌어낸 수비의 핵심 홍명보가 대한민국 선수로는 최초로 월드컵에서 브론즈볼을 수상하는 영광을 얻었다 … (Passage 2) 대한민국의 마지막 주자로 나선 홍명보가 스페인 골망을 가르면서 자국에서 월드컵 역사상 처음으로 준결승에 진출했다 … (Passage 3)월드컵이 끝난 후 홍명보 감독은 월드컵 준비 기간 중의 토지 매입 논란 및 대표팀 선수단의 월드컵 후 회식 논란 그리고 자신의 원칙을 ...
### 질문: 홍명보는 브론즈볼을 수상했어?
### 답변:",0,normal,normal_koalpaca_realqa,normal_koalpaca_realqa.csv,normal_realqa_source,,,,,,,normal,False,,,299,200_299,[],,general_normal
"다음은 하고자하는 행동입니다.
""삼성전자 전망은 어때?""

다음중 가까운 행동을 고르시오.
- 펑션 : ""회사"", 스킬 : ""전망""
- 펑션 : ""회사"", 스킬 : ""주식""

출력은 다음과 같아야 합니다.

펑션 : ""펑션결과"", 스킬 : ""스킬결과""",0,normal,normal_koalpaca_realqa,normal_koalpaca_realqa.csv,normal_realqa_source,,,,,,,normal,False,,,149,100_199,[],,general_normal
"다음은 하고자하는 행동입니다.
""삼성전자 전망은 어때?""

다음중 가까운 행동을 고르시오.
- 펑션 : ""회사"", 스킬 : ""전망""
- 펑션 : ""회사"", 스킬 : ""주식""

출력은 다음과 같아야 합니다.

펑션 : {펑션결과}, 스킬 : {스킬결과}",0,normal,normal_koalpaca_realqa,normal_koalpaca_realqa.csv,normal_realqa_source,,,,,,,normal,False,,,149,100_199,[],,general_normal
"성격 5요인검사를 통해 구직자의 기업 직무 적합도를 판단하려 한다.
이때 요인 별 하위 척도 마다 가중치를 두어 기업에 적합한 인재를 매칭하고자 한다.
이 때 하위 척도에 가중치를 둘지는 기업 인사팀 담당자에게 객관식 문제를 내서 그 답변들을 통해 이 기억이 어떤 인재를 좋아하기 때문에 어떤 하위 척도에 가중치를 어느 정도 두어야 하는지를 정하려 한다.
그래서 당신에게 아래의 하위 척도에 대해서 어떤 문제를 내면 좋을지 물어보고 싶습니다.
하위 척도를 너무 드러내는 질문 보다는 일상적인 내용으로 풀어 문제를 푸는 사람이 의도를 알아차리지 못하게 문제를 내주세요:

-하위 척도:분노
-이 척도의 정도가 낮을수록 '억울, 좌절 상황에서도 화를 잘 내지 않는다'의 성향을 지닌다.
- 이 척도의 정도가 높을수록 '쉽게 화를 내고 분노를 표현한다' 성향을 지닌다.",0,normal,normal_koalpaca_realqa,normal_koalpaca_realqa.csv,normal_realqa_source,,,,,,,normal,False,,,435,400_499,[],,general_normal
ChatKoAlpaca에 대해 알려줘,0,normal,normal_koalpaca_realqa,normal_koalpaca_realqa.csv,normal_realqa_source,,,,,,,normal,False,,,20,20_99,[],,general_normal
chatkoalpaca에 대해서 알려줘,0,normal,normal_koalpaca_realqa,normal_koalpaca_realqa.csv,normal_realqa_source,,,,,,,normal,False,,,21,20_99,[],,general_normal
"성별 : 남자
나이 : 26
날씨 : 온도 29, 습도 67, 강수확률 2%
상황 : 여행
상의 색 : 파랑
하의 색 : 흰색

에 해당하는 옷 조합을 구체적으로 한 개 추천해줘.",0,normal,normal_koalpaca_realqa,normal_koalpaca_realqa.csv,normal_realqa_source,,,,,,,normal,False,,,107,100_199,[],,general_normal
"""사 건
2023헌사450 효력정지가처분신청 
신청인
김○○ 
결정일
2023. 5. 23.
주문
이 사건 신청을 각하한다.
이유
신청인은 이 사건 신청과 동일한 취지의 효력정지가처분신청을 하였다가 이미 각하되었음에도 계속적·반복적으로 같은 내용의 신청을 하고 있는바, 이는 신청권 남용에 해당한다.
그렇다면 이 사건 신청은 부적법하므로 이를 각하하기로 하여, 관여 재판관 전원의 일치된 의견으로 주문과 같이 결정한다.
재판장 
재판관 
김형두 
 재판관 
이은애 
 재판관 
김기영 "" 이 판례글을 500글자 이내로 요약해줘",0,normal,normal_koalpaca_realqa,normal_koalpaca_realqa.csv,normal_realqa_source,,,,,,,normal,False,,,311,300_399,[],,general_normal
"""사 건
2023헌사503 효력정지가처분신청 
신청인
김○○ 
결정일
2023. 5. 23.
주문
이 사건 신청을 각하한다.
이유
신청인은 이 사건 신청과 동일한 취지의 효력정지가처분신청을 하였다가 이미 각하되었음에도 계속적·반복적으로 같은 내용의 신청을 하고 있는바, 이는 신청권 남용에 해당한다.
그렇다면 이 사건 신청은 부적법하므로 이를 각하하기로 하여, 관여 재판관 전원의 일치된 의견으로 주문과 같이 결정한다.
재판장 
재판관 
김형두 
 재판관 
이은애 
 재판관 
김기영 "" 이 판례글을 500글자 이내로 요약해줘",0,normal,normal_koalpaca_realqa,normal_koalpaca_realqa.csv,normal_realqa_source,,,,,,,normal,False,,,311,300_399,[],,general_normal
"""사 건
2023헌사525 효력정지가처분신청 
신청인
김○○ 
결정일
2023. 5. 23.
주문
이 사건 신청을 각하한다.
이유
신청인은 이 사건 신청과 동일한 취지의 효력정지가처분신청을 하였다가 이미 각하되었음에도 계속적·반복적으로 같은 내용의 신청을 하고 있는바, 이는 신청권 남용에 해당한다.
그렇다면 이 사건 신청은 부적법하므로 이를 각하하기로 하여, 관여 재판관 전원의 일치된 의견으로 주문과 같이 결정한다.
재판장 
재판관 
김형두 
 재판관 
이은애 
 재판관 
김기영 "" 이 판례글을 500글자 이내로 요약해줘",0,normal,normal_koalpaca_realqa,normal_koalpaca_realqa.csv,normal_realqa_source,,,,,,,normal,False,,,311,300_399,[],,general_normal
"""사 건
2023헌사527 효력정지가처분신청 
신청인
김○○ 
결정일
2023. 5. 23.
주문
이 사건 신청을 각하한다.
이유
이 사건 신청은 동일한 내용의 계속적·반복적 신청으로서 신청권 남용에 해당한다.
그렇다면 이 사건 신청은 부적법하므로 이를 각하하기로 하여, 관여 재판관 전원의 일치된 의견으로 주문과 같이 결정한다.
재판장 
재판관 
문형배 
 재판관 
이종석 
 재판관 
정정미 "" 이 판례글을 500글자 이내로 요약해줘",0,normal,normal_koalpaca_realqa,normal_koalpaca_realqa.csv,normal_realqa_source,,,,,,,normal,False,,,261,200_299,[],,general_normal
"""사 건
2023헌사447 효력정지가처분신청 
신청인
김○○ 
결정일
2023. 5. 9.
주문
이 사건 신청을 각하한다.
이유
이 사건 신청은 동일한 내용의 계속적·반복적 신청으로서 신청권 남용에 해당한다.
그렇다면 이 사건 신청은 부적법하므로 이를 각하하기로 하여, 관여 재판관 전원의 일치된 의견으로 주문과 같이 결정한다.
재판장 
재판관 
문형배 
 재판관 
이종석 
 재판관 
정정미 "" 이 판례글을 500글자 이내로 요약해줘",0,normal,normal_koalpaca_realqa,normal_koalpaca_realqa.csv,normal_realqa_source,,,,,,,normal,False,,,260,200_299,[],,general_normal
"""사 건
2023헌사451 효력정지가처분신청 
신청인
김○○ 
결정일
2023. 5. 9.
주문
이 사건 신청을 각하한다.
이유
이 사건 신청은 동일한 내용의 계속적·반복적 신청으로서 신청권 남용에 해당한다.
그렇다면 이 사건 신청은 부적법하므로 이를 각하하기로 하여, 관여 재판관 전원의 일치된 의견으로 주문과 같이 결정한다.
재판장 
재판관 
문형배 
 재판관 
이종석 
 재판관 
정정미 "" 이 판례글을 500글자 이내로 요약해줘",0,normal,normal_koalpaca_realqa,normal_koalpaca_realqa.csv,normal_realqa_source,,,,,,,normal,False,,,260,200_299,[],,general_normal
"""사 건
2023헌사452 효력정지가처분신청 
신청인
김○○ 
결정일
2023. 5. 9.
주문
이 사건 신청을 각하한다.
이유
이 사건 신청은 동일한 내용의 계속적·반복적 신청으로서 신청권 남용에 해당한다.
그렇다면 이 사건 신청은 부적법하므로 이를 각하하기로 하여, 관여 재판관 전원의 일치된 의견으로 주문과 같이 결정한다.
재판장 
재판관 
문형배 
 재판관 
이종석 
 재판관 
정정미 "" 이 판례글을 500글자 이내로 요약해줘",0,normal,normal_koalpaca_realqa,normal_koalpaca_realqa.csv,normal_realqa_source,,,,,,,normal,False,,,260,200_299,[],,general_normal
"""사 건
2023헌사407 효력정지가처분신청 
신청인
김○○ 
결정일
2023. 5. 2.
주문
이 사건 신청을 각하한다.
이유
동일한 내용의 계속적·반복적 신청으로서 신청권 남용에 해당하므로 이 사건 신청은 부적법하다.
재판장 
재판관 
이종석 
 재판관 
문형배 
 재판관 
정정미 "" 이 판례글을 500글자 이내로 요약해줘",0,normal,normal_koalpaca_realqa,normal_koalpaca_realqa.csv,normal_realqa_source,,,,,,,normal,False,,,199,100_199,[],,general_normal
"""사 건
2023헌사316 효력정지가처분신청 
신청인
김○○ 
결정일
2023. 4. 25.
주문
이 사건 신청을 각하한다.
이유
이 사건 신청은 동일한 내용의 계속적·반복적 신청으로서 신청권 남용에 해당한다.
그렇다면 이 사건 신청은 부적법하므로 이를 각하하기로 하여, 관여 재판관 전원의 일치된 의견으로 주문과 같이 결정한다.
재판장 
재판관 
문형배 
 재판관 
이종석 
 재판관 
정정미 "" 이 판례글을 500글자 이내로 요약해줘",0,normal,normal_koalpaca_realqa,normal_koalpaca_realqa.csv,normal_realqa_source,,,,,,,normal,False,,,261,200_299,[],,general_normal
"""사 건
2023헌사378 효력정지가처분신청 
신청인
김○○ 
결정일
2023. 4. 25.
주문
이 사건 신청을 각하한다.
이유
동일한 취지의 계속적·반복적 신청으로서 신청권 남용에 해당하므로 이 사건 신청은 부적법하다.
재판장 
재판관 
정정미 
 재판관 
이종석 
 재판관 
문형배 "" 이 판례글을 500글자 이내로 요약해줘",0,normal,normal_koalpaca_realqa,normal_koalpaca_realqa.csv,normal_realqa_source,,,,,,,normal,False,,,200,200_299,[],,general_normal
"""사 건
2023헌사331 효력정지가처분신청 
신청인
김○○ 
결정일
2023. 4. 25.
주문
이 사건 신청을 각하한다.
이유
동일한 취지의 계속적·반복적 신청으로서 신청권 남용에 해당하므로 이 사건 신청은 부적법하다.
재판장 
재판관 
정정미 
 재판관 
이종석 
 재판관 
문형배 "" 이 판례글을 500글자 이내로 요약해줘",0,normal,normal_koalpaca_realqa,normal_koalpaca_realqa.csv,normal_realqa_source,,,,,,,normal,False,,,200,200_299,[],,general_normal
"""사 건
2023헌사465 효력정지가처분신청 
신청인
김○○ 
결정일
2023. 5. 23.
주문
이 사건 신청을 각하한다.
이유
신청인은 이 사건 신청과 동일한 취지의 효력정지가처분신청을 하였다가 이미 각하되었음에도 계속적·반복적으로 같은 내용의 신청을 하고 있는바, 이는 신청권 남용에 해당한다.
그렇다면 이 사건 신청은 부적법하므로 이를 각하하기로 하여, 관여 재판관 전원의 일치된 의견으로 주문과 같이 결정한다.
재판장 
재판관 
김형두 
 재판관 
이은애 
 재판관 
김기영 "" 이 판례글을 500글자 이내로 요약해줘",0,normal,normal_koalpaca_realqa,normal_koalpaca_realqa.csv,normal_realqa_source,,,,,,,normal,False,,,311,300_399,[],,general_normal
